departement,circonscription,inscrits,votants,blancs,exprimes,numero_panneau,sexe,nom,prenom,nuance,voix
69,13,84804,33450,1953,30833,6,M,MEUNIER,Philippe,LR,14692
69,13,84804,33450,1953,30833,8,F,CAZARIAN,Danièle,REM,16141
69,14,74256,23276,1667,20906,3,M,BLEIN,Yves,REM,13714
69,14,74256,23276,1667,20906,7,M,MONCHAU,Damien,FN,7192
70,1,88459,44196,3164,39118,3,F,CUGNOT,Léonie,FN,15989
70,1,88459,44196,3164,39118,11,F,BESSOT BALLOT,Barbara,REM,23129
70,2,90724,43912,3201,38524,4,M,MONNIER,Maurice,FN,16181
70,2,90724,43912,3201,38524,11,M,LEJEUNE,Christophe,REM,22343
71,1,72893,31558,2463,28309,8,M,COURTOIS,Jean-Patrick,LR,12090
71,1,72893,31558,2463,28309,14,M,DIRX,Benjamin,REM,16219
71,2,78344,35353,2600,31590,3,F,CORNELOUP,Josiane,LR,16124
71,2,78344,35353,2600,31590,11,M,CHAUVET,Vincent,REM,15466
71,3,82724,35754,3538,30654,5,M,REBEYROTTE,Rémy,REM,16993
71,3,82724,35754,3538,30654,9,M,LANDRE,Charles,LR,13661
71,4,82337,34246,2804,30228,2,F,UNTERMAIER,Cécile,SOC,16527
71,4,82337,34246,2804,30228,7,F,GABRELLE,Catherine,REM,13701
71,5,89986,35968,3213,31201,4,M,PLATRET,Gilles,LR,14012
71,5,89986,35968,3213,31201,9,M,GAUVAIN,Raphaël,REM,17189
72,1,71771,30959,3023,27361,2,F,MORANÇAIS,Christelle,LR,13657
72,1,71771,30959,3023,27361,14,M,PICHEREAU,Damien,REM,13704
72,2,81983,32921,2867,29400,9,F,PEROT,Aurélie,REM,11208
72,2,81983,32921,2867,29400,10,F,KARAMANLI,Marietta,SOC,18192
72,3,85250,35683,3231,31160,3,F,FONTENEL-PERSONNE,Pascale,REM,16730
72,3,85250,35683,3231,31160,6,F,PAVY-MORANÇAIS,Béatrice,LR,14430
72,4,79626,32159,2160,29352,1,M,FRANCO,Emmanuel,LR,13235
72,4,79626,32159,2160,29352,8,M,LE FOLL,Stéphane,SOC,16117
72,5,86938,38183,3570,33746,5,M,COLIN,Willy,REM,15951
72,5,86938,38183,3570,33746,7,M,GRELIER,Jean-Carles,LR,17795
73,1,87087,40981,2007,38130,4,M,DORD,Dominique,LR,18775
73,1,87087,40981,2007,38130,8,F,DEGOIS,Typhanie,REM,19355
73,2,76029,27484,2072,24623,8,M,TROUTOT,Philipe,DIV,10547
73,2,76029,27484,2072,24623,9,M,ROLLAND,Vincent,LR,14076
73,3,72714,31126,2436,27633,6,M,VIVIER,Philip,REM,12776
73,3,72714,31126,2436,27633,12,F,BONNIVARD,Emilie,LR,14857
73,4,74639,28525,3311,23861,9,M,MIGNOLA,Patrick,MDM,13293
73,4,74639,28525,3311,23861,10,F,LACLAIS,Bernadette,DVG,10568
74,1,100409,42548,2554,39136,11,F,RIOTTON,Véronique,REM,25174
74,1,100409,42548,2554,39136,17,F,ANDRE-LAURENT,Annabel,LR,13962
74,2,94953,40846,2304,37847,2,F,LARDET,Frédérique,REM,20287
74,2,94953,40846,2304,37847,12,M,TARDY,Lionel,LR,17560
74,3,81855,34785,1897,32358,6,M,GIBOUIN,Guillaume,REM,15693
74,3,81855,34785,1897,32358,8,M,SADDIER,Martial,LR,16665
74,4,85236,33297,1481,31407,7,F,DUBY-MULLER,Virginie,LR,17158
74,4,85236,33297,1481,31407,9,F,DEVIN,Laura,REM,14249
74,5,95600,36397,2372,33195,1,F,BAUD-ROCHE,Astrid,DVD,15381
74,5,95600,36397,2372,33195,4,F,LENNE,Marion,REM,17814
74,6,78941,31181,1693,28944,3,F,DION,Sophie,LR,12588
74,6,78941,31181,1693,28944,7,M,ROSEREN,Xavier,REM,16356
75,2,71736,36963,2543,33645,1,M,LE GENDRE,Gilles,REM,18347
75,2,71736,36963,2543,33645,3,F,KOSCIUSKO-MORIZET,Nathalie,LR,15298
75,3,68679,30652,2695,27177,1,M,GUERINI,Stanislas,REM,17801
75,3,68679,30652,2695,27177,3,F,NAHMIAS,Valérie,UDI,9376
75,4,69753,34147,834,33048,7,F,CICUREL,Ilana,REM,16024
75,4,69753,34147,834,33048,14,F,KUSTER,Brigitte,LR,17024
75,5,75881,36639,1879,34142,10,F,DAGOMA,Seybah,SOC,14930
75,5,75881,36639,1879,34142,20,M,GRIVEAUX,Benjamin,REM,19212
75,6,76657,38218,1695,35909,6,M,PERSON,Pierre,REM,18309
75,6,76657,38218,1695,35909,8,F,SIMONNET,Danielle,FI,17600
75,7,76054,37729,1937,35128,2,M,BLOCHE,Patrick,SOC,15491
75,7,76054,37729,1937,35128,13,M,RUPIN,Pacôme,REM,19637
75,8,82164,37967,3952,33046,1,F,AVIA,Laetitia,REM,21336
75,8,82164,37967,3952,33046,8,F,MONTANDON,Valérie,LR,11710
75,9,68351,33010,2100,30166,9,M,QNOUCH,Raphaël,FI,13497
75,9,68351,33010,2100,30166,10,M,TAN,Buon,REM,16669
75,10,67347,32947,2042,30244,4,F,LANG,Anne-Christine,REM,18181
75,10,67347,32947,2042,30244,12,F,CHAIBI,Leïla,FI,12063
75,11,70944,35344,4064,30239,12,M,SZPINER,Francis,LR,11036
75,11,70944,35344,4064,30239,14,F,DE SARNEZ,Marielle,MDM,19203
75,12,73915,39652,1710,37409,3,F,GREGOIRE,Olivia,REM,21082
75,12,73915,39652,1710,37409,13,M,GOUJON,Philippe,LR,16327
75,13,75382,38846,2135,36145,3,M,LAMOUR,Jean-François,LR,15906
75,13,75382,38846,2135,36145,12,M,RENSON,Hugues,REM,20239
75,14,72364,37259,713,36292,5,M,GOASGUEN,Claude,LR,19029
75,14,72364,37259,713,36292,9,F,BOUGAULT-DELAGE,Valérie,REM,17263
75,15,76203,33003,2284,29919,7,M,KEMOUNE,Mehdi,FI,11880
75,15,76203,33003,2284,29919,13,F,PAU-LANGEVIN,George,SOC,18039
75,16,70384,31747,1404,29825,7,F,LEGRAIN,Sarah,FI,14562
75,16,70384,31747,1404,29825,14,M,MAHJOUBI,Mounir,REM,15263
75,17,58245,23886,1120,22401,6,F,FAILLÉS,Béatrice,REM,11041
75,17,58245,23886,1120,22401,19,F,OBONO,Danièle,FI,11360
75,18,67245,28706,3470,24163,10,F,EL KHOMRI,Myriam,SOC,11209
75,18,67245,28706,3470,24163,12,M,BOURNAZEL,Pierre-Yves,LR,12954
76,1,64488,27276,2236,24271,5,M,ADAM,Damien,REM,13271
76,1,64488,27276,2236,24271,11,F,FOURNEYRON,Valérie,SOC,11000
76,2,94797,42361,3616,37521,5,F,GUÉGOT,Françoise,LR,14805
76,2,94797,42361,3616,37521,10,F,VIDAL,Annie,REM,22716
76,3,69397,28797,1513,26639,10,M,WULFRANC,Hubert,COM,16268
76,3,69397,28797,1513,26639,11,M,GRENOT,Cyrille,REM,10371
76,4,88359,36060,3326,31732,5,F,SYLLA,Sira,REM,19271
76,4,88359,36060,3326,31732,11,M,GOURY,Nicolas,FN,12461
76,5,96317,40496,2052,37751,5,M,DELALANDRE,Jean,LR,11648
76,5,96317,40496,2052,37751,6,M,BOUILLON,Christophe,SOC,26103
76,6,109566,51835,3104,47530,5,M,DUFOUR,Philippe,REM,22685
76,6,109566,51835,3104,47530,7,M,JUMEL,Sébastien,COM,24845
76,7,87631,32482,4207,27884,3,M,SIFFERT,Antoine,RDG,10617
76,7,87631,32482,4207,27884,8,F,FIRMIN LE BODO,Agnès,LR,17267
76,8,67666,23790,1548,22187,1,M,LECOQ,Jean-Paul,COM,13911
76,8,67666,23790,1548,22187,7,F,DELAMOTTE,Béatrice,REM,8276
76,9,93669,42636,3597,37897,2,F,SALVISBERG,Geneviève,FN,14045
76,9,93669,42636,3597,37897,10,F,KERBARH,Stéphanie,REM,23852
76,10,108745,51463,3924,46289,3,M,BATUT,Xavier,REM,28569
76,10,108745,51463,3924,46289,5,F,BLONDEL,Stacy,FN,17720
77,1,70918,25544,2087,22601,1,F,LUQUET,Aude,MDM,12659
77,1,70918,25544,2087,22601,17,M,JULLEMIER,Denis,LR,9942
77,2,79727,35363,2137,32448,5,F,ROUSSEAU,Estelle,REM,14897
77,2,79727,35363,2137,32448,10,F,LACROUTE,Valérie,LR,17551
77,3,75457,29975,2525,26805,6,M,DUROX,Aymeric,FN,8274
77,3,75457,29975,2525,26805,10,M,JEGO,Yves,UDI,18531
77,4,87942,37435,2504,33930,1,M,JACOB,Christian,LR,20957
77,4,87942,37435,2504,33930,7,M,MARCADET,Emmanuel,REM,12973
77,5,84878,32230,1822,29789,2,M,RIESTER,Franck,LR,20523
77,5,84878,32230,1822,29789,10,M,BOLLÉE,Joffrey,FN,9266
77,6,78121,29278,2410,26070,4,M,PARIGI,Jean-François,LR,14397
77,6,78121,29278,2410,26070,8,F,MARTIG-DECÈS,Laëtitia,REM,11673
77,7,85368,32996,2523,29734,3,M,KOKOUENDO,Rodrigue,REM,18279
77,7,85368,32996,2523,29734,14,F,TROUSSARD,Béatrice,FN,11455
77,8,88870,32533,2694,28998,3,F,BRUNEL,Chantal,LR,9513
77,8,88870,32533,2694,28998,9,M,FAUVERGUE,Jean-Michel,REM,19485
77,9,85973,31394,2320,28304,11,F,PEYRON,Michèle,REM,15361
77,9,85973,31394,2320,28304,12,M,GEOFFROY,Guy,LR,12943
77,10,79365,29382,1706,26911,4,F,DO,Stéphanie,REM,15154
77,10,79365,29382,1706,26911,9,M,LAISNEY,Maxime,FI,11757
77,11,64893,24453,1779,22325,2,M,FAURE,Olivier,SOC,13639
77,11,64893,24453,1779,22325,8,F,RUBINELLI,Amandine,REM,8686
78,1,83490,41571,2054,38933,1,M,BAICHÈRE,Didier,REM,19879
78,1,83490,41571,2054,38933,2,M,BELLAMY,François-Xavier,LR,19054
78,2,85418,43109,2295,40072,1,M,THÉVENOT,Pascal,LR,16711
78,2,85418,43109,2295,40072,10,M,BARROT,Jean-Noël,REM,23361
78,3,83239,39950,1762,37658,4,M,BRILLAULT,Philippe,LR,15466
78,3,83239,39950,1762,37658,8,F,PIRON,Béatrice,REM,22192
78,4,78497,37831,2016,35287,1,F,LEBEC,Marie,REM,21662
78,4,78497,37831,2016,35287,7,M,FOURNIER,Ghislain,LR,13625
78,5,73783,35162,1326,33370,8,M,MYARD,Jacques,LR,13686
78,5,73783,35162,1326,33370,9,F,BRAUN-PIVET,Yaël,REM,19684
78,6,75704,33793,1547,31729,1,F,POUZYREFF,Natalia,REM,18510
78,6,75704,33793,1547,31729,10,M,MORANGE,Pierre,LR,13219
78,7,80615,33096,2295,30151,5,M,RICHARD,Arnaud,UDI,13395
78,7,80615,33096,2295,30151,6,F,DE VAUCOULEURS,Michèle,MDM,16756
78,8,73870,26856,2557,23221,8,M,VIALAY,Michel,LR,12276
78,8,73870,26856,2557,23221,14,F,MOUDNIB,Khadija,REM,10945
78,9,90984,36455,2675,32897,13,M,MILLIENNE,Bruno,MDM,17926
78,9,90984,36455,2675,32897,14,M,TETART,Jean-Marie,LR,14971
78,10,88764,43440,2627,39952,7,F,BERGÉ,Aurore,REM,25868
78,10,88764,43440,2627,39952,10,M,POISSON,Jean-Frédéric,DVD,14084
78,11,68015,28353,1850,25838,3,F,HAÏ,Nadia,REM,13684
78,11,68015,28353,1850,25838,5,M,FOURGOUS,Jean-Michel,LR,12154
78,12,69005,31520,1887,29109,2,M,DOUILLET,David,LR,12625
78,12,69005,31520,1887,29109,12,F,GRANJUS,Florence,REM,16484
79,1,90237,40889,2062,37865,3,M,CHICHE,Guillaume,REM,22878
79,1,90237,40889,2062,37865,5,F,SEGUIN,Nathalie,FI,14987
79,2,97376,47076,2099,43856,1,F,BATHO,Delphine,SOC,24970
79,2,97376,47076,2099,43856,7,F,HEINTZ,Christine,REM,18886
79,3,84788,36627,2655,32734,2,M,FIEVET,Jean-Marie,REM,19434
79,3,84788,36627,2655,32734,10,F,SCHAAF-GAUTHIER,Véronique,LR,13300
80,1,84286,37537,1980,34534,6,M,RUFFIN,François,FI,19329
80,1,84286,37537,1980,34534,8,M,DUMONT,Nicolas,REM,15205
80,2,75487,32248,2327,29001,7,F,POMPILI,Barbara,REM,17948
80,2,75487,32248,2327,29001,11,M,MAISSE,Cédric,FI,11053
80,3,83768,39837,3751,34402,9,M,MAQUET,Emmanuel,LR,20688
80,3,83768,39837,3751,34402,11,M,MARIAGE,Bruno,REM,13714
80,4,84023,39573,3184,35300,5,M,RICHERMOZ,Eric,FN,14811
80,4,84023,39573,3184,35300,10,M,LECLABART,Jean-Claude,REM,20489
81,1,83763,40582,3303,35309,6,M,FOLLIOT,Philippe,DVD,24959
81,1,83763,40582,3303,35309,13,M,CABROLIER,Frédéric,FN,10350
81,2,106014,50977,4558,43865,6,F,VERDIER-JOUCLAS,Marie-Christine,REM,29014
81,2,106014,50977,4558,43865,9,F,ALBARAO,Doriane,FN,14851
81,3,101429,50041,4053,43915,5,M,TERLIER,Jean,REM,22884
81,3,101429,50041,4053,43915,12,M,CARAYON,Bernard,LR,21031
82,1,89975,41767,3503,36446,1,F,RABAULT,Valérie,SOC,20053
82,1,89975,41767,3503,36446,8,M,MARDEGAN,Pierre,REM,16393
82,2,93323,44379,3705,38628,10,M,LOPEZ,Romain,FN,17230
82,2,93323,44379,3705,38628,14,F,PINEL,Sylvia,RDG,21398
83,1,74842,28975,2063,26182,13,F,CHANTRIEUX,Elisabeth,REM,11734
83,1,74842,28975,2063,26182,14,F,LEVY,Geneviève,LR,14448
83,2,90541,35114,2396,32012,7,F,ROUSSEL,Rachel,FN,13678
83,2,90541,35114,2396,32012,8,F,MUSCHOTTI,Cécile,REM,18334
83,3,100775,42683,3273,38091,3,M,ZAPOLSKY,Alexandre,REM,18521
83,3,100775,42683,3273,38091,7,M,MASSON,Jean-Louis,LR,19570
83,4,106143,42688,2474,39268,1,M,LOTTIAUX,Philippe,FN,17808
83,4,106143,42688,2474,39268,13,F,MAUBORGNE,Sereine,REM,21460
83,5,96236,40560,2045,37683,5,M,MICHEL-KLEISBAUER,Philippe,MDM,20061
83,5,96236,40560,2045,37683,8,M,LONGO,Gilles,FN,17622
83,6,118392,47799,2787,43912,4,M,RIVIERE,Jérôme,FN,19371
83,6,118392,47799,2787,43912,14,F,GOMEZ-BASSAC,Valérie,REM,24541
83,7,103503,40263,2701,36805,8,F,GUEREL,Emilie,REM,20967
83,7,103503,40263,2701,36805,10,M,BOCCALETTI,Frédéric,FN,15838
83,8,104360,45918,2871,41952,1,M,MATRAS,Fabien,REM,24209
83,8,104360,45918,2871,41952,4,M,JUGY,Pierre,FN,17743
84,1,72991,29164,2201,26212,6,F,RIGAULT,Anne-Sophie,FN,10984
84,1,72991,29164,2201,26212,13,M,CESARINI,Jean-François,REM,15228
84,2,83311,35782,3149,31397,4,F,STRAPELIAS,Sonia,REM,14634
84,2,83311,35782,3149,31397,5,M,BOUCHET,Jean-Claude,LR,16763
84,3,75602,33752,1875,31219,1,F,POIRSON,Brune,REM,15821
84,3,75602,33752,1875,31219,5,M,DE LÉPINAU,Hervé,FN,15398
84,4,88777,40826,2313,37790,7,M,BOMPARD,Jacques,EXD,19034
84,4,88777,40826,2313,37790,9,F,NORMANI,Carole,REM,18756
84,5,81870,35474,2862,31480,2,M,AUBERT,Julien,LR,16020
84,5,81870,35474,2862,31480,11,M,VIARD,Jean,REM,15460
85,1,109665,48169,2734,44139,3,M,LEBOEUF,Alain,LR,20122
85,1,109665,48169,2734,44139,14,M,LATOMBE,Philippe,MDM,24017
85,2,103480,45043,3461,39861,7,F,GALLERNEAU,Patricia,MDM,23748
85,2,103480,45043,3461,39861,12,F,BELLAMY,Béatrice,LR,16113
85,3,122015,54812,3403,49765,7,F,PINEAU,Florence,LR,19825
85,3,122015,54812,3403,49765,11,M,BUCHOU,Stéphane,REM,29940
85,4,97892,41858,2415,38604,1,F,LEGUILLE-BALLOY,Martine,REM,24129
85,4,97892,41858,2415,38604,6,M,MONTASSIER,Wilfrid,UDI,14475
85,5,81455,37502,2602,33731,1,M,FOURAGE,Hugues,SOC,15732
85,5,81455,37502,2602,33731,7,M,HENRIET,Pierre,REM,17999
86,1,79559,35226,2114,32096,1,M,SAVATIER,Jacques,REM,19135
86,1,79559,35226,2114,32096,6,F,CUVILLIER,Céline,FI,12961
86,2,77522,33667,3683,28684,3,M,CHARTIER,Olivier,LR,9261
86,2,77522,33667,3683,28684,13,M,HOULIÉ,Sacha,REM,19423
86,3,74026,34348,2658,30288,4,F,JUMEAU,Delphine,FN,9744
86,3,74026,34348,2658,30288,11,M,CLÉMENT,Jean-Michel,REM,20544
86,4,75658,32122,2509,28260,6,M,TURQUOIS,Nicolas,MDM,14508
86,4,75658,32122,2509,28260,9,F,BOURAT,Anne-Florence,UDI,13752
87,1,84743,40470,2577,35908,3,F,BEAUDOUIN-HUBIERE,Sophie,REM,19965
87,1,84743,40470,2577,35908,6,F,SOURY,Danielle,FI,15943
87,2,97461,49998,3254,44348,3,M,DJEBBARI-BONNET,Jean-Baptiste,REM,24209
87,2,97461,49998,3254,44348,5,M,ALLARD,Pierre,COM,20139
87,3,83058,40227,3865,34037,5,F,MAGNE,Marie-Ange,REM,21369
87,3,83058,40227,3865,34037,9,M,GUERIN,Guillaume,LR,12668
88,1,77078,34278,2392,30763,11,F,HAMELIN,Alisson,REM,14423
88,1,77078,34278,2392,30763,13,M,VIRY,Stéphane,LR,16340
88,2,73261,31828,2516,27975,2,M,CHERPION,Gérard,LR,15501
88,2,73261,31828,2516,27975,9,F,URBES,Christine,REM,12474
88,3,65649,30353,2130,27254,4,M,THIRARD,Claude,REM,10707
88,3,65649,30353,2130,27254,8,M,NAEGELEN,Christophe,DVD,16547
88,4,66558,31860,2654,27745,4,M,GAULTIER,Jean-Jacques,LR,14836
88,4,66558,31860,2654,27745,5,M,FRANQUEVILLE,Christian,SOC,12909
89,1,76916,37654,2227,34685,2,M,LARRIVÉ,Guillaume,LR,18243
89,1,76916,37654,2227,34685,4,M,DA SILVA MOREIRA,Paulo,REM,16442
89,2,75693,33703,3073,29416,4,M,VILLIERS,André,UDI,15911
89,2,75693,33703,3073,29416,15,M,CAULLET,Jean-Yves,REM,13505
89,3,89140,39608,2731,36078,7,M,ODOUL,Julien,FN,16020
89,3,89140,39608,2731,36078,12,F,CROUZET,Michèle,REM,20058
90,1,47838,21169,1840,18541,4,M,GRUDLER,Christophe,MDM,9131
90,1,47838,21169,1840,18541,6,M,BOUCARD,Ian,LR,9410
90,2,47495,20971,1810,18230,4,M,KERN,Bruno,REM,8415
90,2,47495,20971,1810,18230,10,M,ZUMKELLER,Michel,UDI,9815
91,1,71200,26024,1920,23375,16,M,VALLS,Manuel,DVG,11757
91,1,71200,26024,1920,23375,22,F,AMRANI,Farida,FI,11618
91,2,90740,39373,2189,36303,6,M,MARLIN,Franck,LR,21572
91,2,90740,39373,2189,36303,11,F,RACT-MADOUX,Daphné,MDM,14731
91,3,95817,41952,2917,37773,9,F,ARAUJO,Virginie,FI,16089
91,3,95817,41952,2917,37773,12,F,ROMEIRO DIAS,Laëtitia,REM,21684
91,4,96489,42189,3482,37620,2,F,RIXAIN,Marie-Pierre,REM,21725
91,4,96489,42189,3482,37620,7,F,EVREN,Agnès,LR,15895
91,5,68395,34009,2412,30905,4,M,VILLANI,Cédric,REM,21436
91,5,68395,34009,2412,30905,15,F,DARCOS,Laure,LR,9469
91,6,81934,33882,3196,29561,6,F,COUASSE,Françoise,UDI,11429
91,6,81934,33882,3196,29561,13,F,DE MONTCHALIN,Amélie,REM,18132
91,7,73663,28875,2206,25887,2,F,KERNREUTER,Muriel,REM,12156
91,7,73663,28875,2206,25887,3,M,REDA,Robin,LR,13731
91,8,76458,35832,1878,33324,1,M,DUPONT-AIGNAN,Nicolas,DLF,17344
91,8,76458,35832,1878,33324,4,M,PAVAMANI,Antoine,REM,15980
91,9,79287,30543,2710,26767,7,F,GUÉVENOUX,Marie,REM,15513
91,9,79287,30543,2710,26767,12,F,CARANTOIS,Véronique,LR,11254
91,10,60911,22824,1393,20851,7,M,RAPHAN,Pierre-Alain,REM,11138
91,10,60911,22824,1393,20851,9,F,GIRARD,Charlotte,FI,9713
92,1,62486,21573,1443,19852,9,F,FAUCILLON,Elsa,COM,10955
92,1,62486,21573,1443,19852,18,F,KHALFI,Isia,REM,8897
92,2,68008,32287,2227,29654,4,M,TAQUET,Adrien,REM,18810
92,2,68008,32287,2227,29654,6,F,AESCHLIMANN,Marie-Do,LR,10844
92,3,81072,38642,2774,35734,5,M,SPIRI,Jean,LR,14772
92,3,81072,38642,2774,35734,13,F,HENNION,Christine,REM,20962
92,4,76175,29785,3087,26187,7,F,FLORENNES,Isabelle,REM,17616
92,4,76175,29785,3087,26187,9,F,BEDIN,Camille,LR,8571
92,5,70370,31406,2193,28373,5,M,DE COURSON,Arnaud,LR,10637
92,5,70370,31406,2193,28373,18,F,CALVEZ,Céline,REM,17736
92,6,74305,37239,2278,34402,8,M,ZAMECZKOWSKI,Laurent,REM,15890
92,6,74305,37239,2278,34402,16,F,LE GRIP,Constance,LR,18512
92,7,86690,42937,1858,40636,12,M,MARILOSSIAN,Jacques,REM,23492
92,7,86690,42937,1858,40636,13,M,BERDOATI,Eric,LR,17144
92,8,68751,33883,2230,31341,8,M,MAIRE,Jacques,REM,19126
92,8,68751,33883,2230,31341,12,M,BOYER,Gilles,LR,12215
92,9,64985,28842,2663,26179,8,F,GODIN,Marie-Laure,DVD,11379
92,9,64985,28842,2663,26179,9,M,SOLÈRE,Thierry,LR,14800
92,10,78974,38048,3600,34160,6,M,ATTAL,Gabriel,REM,20818
92,10,78974,38048,3600,34160,8,M,COSTE,Jeremy,UDI,13342
92,11,69273,33000,1349,31121,3,F,ROSSI,Laurianne,REM,16287
92,11,69273,33000,1349,31121,9,F,BOUDJENAH,Yasmine,FI,14834
92,12,92856,44810,2943,40926,9,M,BOURLANGES,Jean-Louis,MDM,23705
92,12,92856,44810,2943,40926,17,M,PEMEZEC,Philippe,LR,17221
92,13,89108,44819,3765,40774,7,F,DUMAS,Frédérique,REM,25017
92,13,89108,44819,3765,40774,10,M,SIFFREDI,Georges,LR,15757
93,1,61804,19912,865,18542,3,M,COQUEREL,Éric,FI,9591
93,1,61804,19912,865,18542,10,M,MÉNARD,Sébastien,REM,8951
93,2,54143,15985,929,14684,9,M,PEU,Stéphane,FI,8501
93,2,54143,15985,929,14684,13,F,AVRIL,Véronique,REM,6183
93,3,72572,27858,1673,25569,7,F,DELAUNAY,Dominique,FI,10971
93,3,72572,27858,1673,25569,13,M,ANATO,Patrice,REM,14598
93,4,60977,18064,1066,16649,2,F,THEVENOT,Prisca,REM,6723
93,4,60977,18064,1066,16649,8,F,BUFFET,Marie-George,COM,9926
93,5,63848,21525,1615,19283,3,F,MAALEM-CHIBANE,Malika,REM,6537
93,5,63848,21525,1615,19283,9,M,LAGARDE,Jean-Christophe,UDI,12746
93,6,52593,17927,861,16718,13,M,AÏDARA,Alexandre,REM,7522
93,6,52593,17927,861,16718,14,M,LACHAUD,Bastien,FI,9196
93,7,76062,30181,1676,28058,6,F,MENHOUDJ,Halima,REM,11812
93,7,76062,30181,1676,28058,9,M,CORBIÈRE,Alexis,FI,16246
93,8,60133,23277,2255,20609,7,F,CHARRIÈRE,Sylvie,REM,11635
93,8,60133,23277,2255,20609,8,M,CALMÉJANE,Patrice,LR,8974
93,9,70180,25947,1414,23980,5,F,RUBIN,Sabine,FI,12533
93,9,70180,25947,1414,23980,14,F,DROMARD,Jeanne,REM,11447
93,10,68698,22305,1879,19783,7,M,RAMADIER,Alain,LR,10470
93,10,68698,22305,1879,19783,10,M,OUADAH,Billel,REM,9313
93,11,62665,19693,857,18418,6,F,AUTAIN,Clémentine,FI,10962
93,11,62665,19693,857,18418,8,F,WANLIN,Elsa,REM,7456
93,12,64794,21455,1654,19238,6,M,TORO,Ludovic,UDI,9042
93,12,64794,21455,1654,19238,8,M,TESTE,Stéphane,REM,10196
94,1,84680,36116,2581,32619,3,M,DESCROZAILLE,Frédéric,REM,17114
94,1,84680,36116,2581,32619,11,M,KASPI,André,LR,15505
94,2,63379,23118,1255,21271,2,M,COCQ,François,FI,10087
94,2,63379,23118,1255,21271,7,M,MBAYE,Jean François,REM,11184
94,3,72165,27016,2202,24112,1,M,SAINT-MARTIN,Laurent,REM,12452
94,3,72165,27016,2202,24112,5,M,GONZALES,Didier,LR,11660
94,4,72739,30112,2058,27312,2,F,CIUNTU,Marie-Carole,LR,12687
94,4,72739,30112,2058,27312,6,F,PETIT,Maud,MDM,14625
94,5,89457,37034,2440,33960,2,M,CARREZ,Gilles,LR,17145
94,5,89457,37034,2440,33960,11,F,RET,Nadine,REM,16815
94,6,81289,35876,3087,31953,3,M,LECOQ,Gildas,UDI,13030
94,6,81289,35876,3087,31953,5,M,GOUFFIER-CHA,Guillaume,REM,18923
94,7,65556,25982,2091,23036,2,M,BRIDEY,Jean-Jacques,REM,12141
94,7,65556,25982,2091,23036,9,M,JEANBRUN,Vincent,LR,10895
94,8,76749,38073,1793,35707,5,F,DOUIEB-NAHON,Jennifer,REM,15001
94,8,76749,38073,1793,35707,9,M,HERBILLON,Michel,LR,20706
94,9,53666,20290,1026,18776,12,F,MARSEAU,Gaëlle,REM,7747
94,9,53666,20290,1026,18776,15,M,CARVOUNAS,Luc,SOC,11029
94,10,64439,25976,1333,24026,3,F,BOULKROUN,Sheerazed,REM,11479
94,10,64439,25976,1333,24026,9,F,PANOT,Mathilde,FI,12547
94,11,62446,25410,1585,23335,1,M,ARROUCHE,Djamel,FI,10824
94,11,62446,25410,1585,23335,13,F,GAILLOT,Albane,REM,12511
95,1,81549,32299,3066,28396,2,F,MULLER-QUOY,Isabelle,REM,15400
95,1,81549,32299,3066,28396,8,M,SAVIGNAT,Antoine,LR,12996
95,2,76522,31474,2280,28531,4,M,VUILLETET,Guillaume,REM,14539
95,2,76522,31474,2280,28531,8,M,PONIATOWSKI,Axel,LR,13992
95,3,91577,35318,2747,31657,4,F,RILHAC,Cecile,REM,18464
95,3,91577,35318,2747,31657,9,F,LANASPRE,Nicole,LR,13193
95,4,76061,29952,2170,27088,11,F,MOUTCHOU,Naïma,REM,16081
95,4,76061,29952,2170,27088,12,M,BODIN,Claude,LR,11007
95,5,68484,23384,1737,20970,6,F,LAZAAR,Fiona,REM,12523
95,5,68484,23384,1737,20970,13,M,DOUCET,Philippe,SOC,8447
95,6,76438,29606,1581,26573,1,F,ELIMAS,Nathalie,MDM,15177
95,6,76438,29606,1581,26573,15,M,STREHAIANO,Luc,LR,11396
95,7,69585,26153,1827,23759,4,M,CHARTIER,Jérôme,LR,10958
95,7,69585,26153,1827,23759,5,M,DA SILVA,Dominique,REM,12801
95,8,54554,16873,859,15580,1,M,PUPPONI,François,SOC,10252
95,8,54554,16873,859,15580,12,M,DEBAH,Samy,DIV,5328
95,9,69985,21411,1768,18949,12,M,ARCIERO,Anthony,LR,9158
95,9,69985,21411,1768,18949,17,F,PARK,Zivka,REM,9791
95,10,66540,24363,1438,22496,4,F,NOIN LEDANOIS,Katia,FI,9221
95,10,66540,24363,1438,22496,13,M,TACHE,Aurelien,REM,13275
ZA,1,76233,26475,1024,23726,7,M,RAUZDUEL,Rosan,DVG,9078
ZA,1,76233,26475,1024,23726,13,M,SERVA,Olivier,REM,14648
ZA,2,86978,24470,945,22377,1,F,PERRAN,Diana,REM,7998
ZA,2,86978,24470,945,22377,14,F,BENIN,Justine,DVG,14379
ZA,3,83684,22021,1273,19409,8,M,LUCE,Nestor,DVG,6764
ZA,3,83684,22021,1273,19409,12,M,MATHIASIN,Max,DVG,12645
ZA,4,69233,23933,851,21753,7,F,VAINQUEUR-CHRISTOPHE,Hélène,SOC,13403
