departement,circonscription,inscrits,votants,blancs,exprimes,numero_panneau,sexe,nom,prenom,voix
43,1,97714,77341,7501,67180,1,M,MACRON,Emmanuel,41411
43,1,97714,77341,7501,67180,2,F,LE PEN,Marine,25769
43,2,79402,62134,6603,53165,1,M,MACRON,Emmanuel,34822
43,2,79402,62134,6603,53165,2,F,LE PEN,Marine,18343
44,1,74869,57272,4860,51591,1,M,MACRON,Emmanuel,44234
44,1,74869,57272,4860,51591,2,F,LE PEN,Marine,7357
44,2,85774,65086,5289,58511,1,M,MACRON,Emmanuel,51204
44,2,85774,65086,5289,58511,2,F,LE PEN,Marine,7307
44,3,92164,69388,6708,61382,1,M,MACRON,Emmanuel,49684
44,3,92164,69388,6708,61382,2,F,LE PEN,Marine,11698
44,4,88908,68776,5848,61129,1,M,MACRON,Emmanuel,50022
44,4,88908,68776,5848,61129,2,F,LE PEN,Marine,11107
44,5,116178,93258,7865,83103,1,M,MACRON,Emmanuel,66883
44,5,116178,93258,7865,83103,2,F,LE PEN,Marine,16220
44,6,109490,86953,8038,76251,1,M,MACRON,Emmanuel,52450
44,6,109490,86953,8038,76251,2,F,LE PEN,Marine,23801
44,7,108183,85787,8553,71658,1,M,MACRON,Emmanuel,51475
44,7,108183,85787,8553,71658,2,F,LE PEN,Marine,20183
44,8,85490,64269,5809,51742,1,M,MACRON,Emmanuel,37560
44,8,85490,64269,5809,51742,2,F,LE PEN,Marine,14182
44,9,117825,93951,8993,82066,1,M,MACRON,Emmanuel,56968
44,9,117825,93951,8993,82066,2,F,LE PEN,Marine,25098
44,10,114532,93933,8012,83120,1,M,MACRON,Emmanuel,64720
44,10,114532,93933,8012,83120,2,F,LE PEN,Marine,18400
45,1,75639,58784,5136,52215,1,M,MACRON,Emmanuel,38954
45,1,75639,58784,5136,52215,2,F,LE PEN,Marine,13261
45,2,85243,64605,5569,57286,1,M,MACRON,Emmanuel,38409
45,2,85243,64605,5569,57286,2,F,LE PEN,Marine,18877
45,3,70847,55846,5115,49096,1,M,MACRON,Emmanuel,28329
45,3,70847,55846,5115,49096,2,F,LE PEN,Marine,20767
45,4,74609,56398,5027,49735,1,M,MACRON,Emmanuel,26729
45,4,74609,56398,5027,49735,2,F,LE PEN,Marine,23006
45,5,74498,57127,5182,50313,1,M,MACRON,Emmanuel,28347
45,5,74498,57127,5182,50313,2,F,LE PEN,Marine,21966
45,6,71785,56218,4702,50094,1,M,MACRON,Emmanuel,34236
45,6,71785,56218,4702,50094,2,F,LE PEN,Marine,15858
46,1,70827,56132,5766,47963,1,M,MACRON,Emmanuel,33897
46,1,70827,56132,5766,47963,2,F,LE PEN,Marine,14066
46,2,65438,52836,5688,44776,1,M,MACRON,Emmanuel,33040
46,2,65438,52836,5688,44776,2,F,LE PEN,Marine,11736
47,1,88181,68784,6313,59822,1,M,MACRON,Emmanuel,36896
47,1,88181,68784,6313,59822,2,F,LE PEN,Marine,22926
47,2,77015,60612,5257,52590,1,M,MACRON,Emmanuel,30015
47,2,77015,60612,5257,52590,2,F,LE PEN,Marine,22575
47,3,75686,59223,5449,51399,1,M,MACRON,Emmanuel,30507
47,3,75686,59223,5449,51399,2,F,LE PEN,Marine,20892
48,1,59496,47612,5008,40269,1,M,MACRON,Emmanuel,26994
48,1,59496,47612,5008,40269,2,F,LE PEN,Marine,13275
49,1,83944,64649,5408,57503,1,M,MACRON,Emmanuel,44673
49,1,83944,64649,5408,57503,2,F,LE PEN,Marine,12830
49,2,90303,70705,6360,62455,1,M,MACRON,Emmanuel,48383
49,2,90303,70705,6360,62455,2,F,LE PEN,Marine,14072
49,3,70366,55182,4955,48568,1,M,MACRON,Emmanuel,29440
49,3,70366,55182,4955,48568,2,F,LE PEN,Marine,19128
49,4,74244,58966,5116,52126,1,M,MACRON,Emmanuel,34064
49,4,74244,58966,5116,52126,2,F,LE PEN,Marine,18062
49,5,77303,60309,4855,53770,1,M,MACRON,Emmanuel,41534
49,5,77303,60309,4855,53770,2,F,LE PEN,Marine,12236
49,6,95341,75914,6565,67127,1,M,MACRON,Emmanuel,49810
49,6,95341,75914,6565,67127,2,F,LE PEN,Marine,17317
49,7,77734,61942,5237,55049,1,M,MACRON,Emmanuel,40913
49,7,77734,61942,5237,55049,2,F,LE PEN,Marine,14136
50,1,87009,68388,5465,61141,1,M,MACRON,Emmanuel,40520
50,1,87009,68388,5465,61141,2,F,LE PEN,Marine,20621
50,2,95550,75602,6196,67120,1,M,MACRON,Emmanuel,46308
50,2,95550,75602,6196,67120,2,F,LE PEN,Marine,20812
50,3,107842,85201,7379,75526,1,M,MACRON,Emmanuel,49081
50,3,107842,85201,7379,75526,2,F,LE PEN,Marine,26445
50,4,88637,67044,6149,59003,1,M,MACRON,Emmanuel,40755
50,4,88637,67044,6149,59003,2,F,LE PEN,Marine,18248
51,1,72055,52744,4098,47293,1,M,MACRON,Emmanuel,29993
51,1,72055,52744,4098,47293,2,F,LE PEN,Marine,17300
51,2,73074,53983,4327,48184,1,M,MACRON,Emmanuel,31105
51,2,73074,53983,4327,48184,2,F,LE PEN,Marine,17079
51,3,80706,60230,5721,53117,1,M,MACRON,Emmanuel,28701
51,3,80706,60230,5721,53117,2,F,LE PEN,Marine,24416
51,4,78826,59044,4908,52265,1,M,MACRON,Emmanuel,29899
51,4,78826,59044,4908,52265,2,F,LE PEN,Marine,22366
51,5,76996,60506,5429,53208,1,M,MACRON,Emmanuel,25142
51,5,76996,60506,5429,53208,2,F,LE PEN,Marine,28066
52,1,72444,55502,5140,48382,1,M,MACRON,Emmanuel,27101
52,1,72444,55502,5140,48382,2,F,LE PEN,Marine,21281
52,2,61675,46536,3955,41141,1,M,MACRON,Emmanuel,18091
52,2,61675,46536,3955,41141,2,F,LE PEN,Marine,23050
53,1,72665,57039,4706,50588,1,M,MACRON,Emmanuel,37256
53,1,72665,57039,4706,50588,2,F,LE PEN,Marine,13332
53,2,77768,61984,5177,54939,1,M,MACRON,Emmanuel,39998
53,2,77768,61984,5177,54939,2,F,LE PEN,Marine,14941
53,3,71905,57080,4937,50246,1,M,MACRON,Emmanuel,34938
53,3,71905,57080,4937,50246,2,F,LE PEN,Marine,15308
54,1,79284,59644,4843,53405,1,M,MACRON,Emmanuel,38732
54,1,79284,59644,4843,53405,2,F,LE PEN,Marine,14673
54,2,68595,51371,4092,46144,1,M,MACRON,Emmanuel,35106
54,2,68595,51371,4092,46144,2,F,LE PEN,Marine,11038
54,3,82812,57956,5287,50963,1,M,MACRON,Emmanuel,30505
54,3,82812,57956,5287,50963,2,F,LE PEN,Marine,20458
54,4,98005,75253,6867,66266,1,M,MACRON,Emmanuel,34754
54,4,98005,75253,6867,66266,2,F,LE PEN,Marine,31512
54,5,78706,61470,5465,54270,1,M,MACRON,Emmanuel,28923
54,5,78706,61470,5465,54270,2,F,LE PEN,Marine,25347
54,6,87684,64533,5992,56604,1,M,MACRON,Emmanuel,30730
54,6,87684,64533,5992,56604,2,F,LE PEN,Marine,25874
55,1,77321,60248,5384,53062,1,M,MACRON,Emmanuel,27323
55,1,77321,60248,5384,53062,2,F,LE PEN,Marine,25739
55,2,60231,45826,4030,40508,1,M,MACRON,Emmanuel,20980
55,2,60231,45826,4030,40508,2,F,LE PEN,Marine,19528
56,1,105376,84661,7163,75556,1,M,MACRON,Emmanuel,58653
56,1,105376,84661,7163,75556,2,F,LE PEN,Marine,16903
56,2,104308,83655,7881,72917,1,M,MACRON,Emmanuel,52596
56,2,104308,83655,7881,72917,2,F,LE PEN,Marine,20321
56,3,90736,73856,6399,65047,1,M,MACRON,Emmanuel,43798
56,3,90736,73856,6399,65047,2,F,LE PEN,Marine,21249
56,4,105110,84776,7373,74938,1,M,MACRON,Emmanuel,49957
56,4,105110,84776,7373,74938,2,F,LE PEN,Marine,24981
56,5,80714,60855,5953,53569,1,M,MACRON,Emmanuel,40903
56,5,80714,60855,5953,53569,2,F,LE PEN,Marine,12666
56,6,90655,71867,6593,62643,1,M,MACRON,Emmanuel,43687
56,6,90655,71867,6593,62643,2,F,LE PEN,Marine,18956
57,1,91406,66324,5519,59296,1,M,MACRON,Emmanuel,36481
57,1,91406,66324,5519,59296,2,F,LE PEN,Marine,22815
57,2,76513,56332,4833,50321,1,M,MACRON,Emmanuel,32370
57,2,76513,56332,4833,50321,2,F,LE PEN,Marine,17951
57,3,75320,54622,4573,48878,1,M,MACRON,Emmanuel,32267
57,3,75320,54622,4573,48878,2,F,LE PEN,Marine,16611
57,4,81513,63288,5447,56198,1,M,MACRON,Emmanuel,27659
57,4,81513,63288,5447,56198,2,F,LE PEN,Marine,28539
57,5,74000,55637,4627,49639,1,M,MACRON,Emmanuel,25348
57,5,74000,55637,4627,49639,2,F,LE PEN,Marine,24291
57,6,70175,48498,3728,43710,1,M,MACRON,Emmanuel,22449
57,6,70175,48498,3728,43710,2,F,LE PEN,Marine,21261
57,7,90386,67091,5844,59681,1,M,MACRON,Emmanuel,29707
57,7,90386,67091,5844,59681,2,F,LE PEN,Marine,29974
57,8,92456,63447,5662,56342,1,M,MACRON,Emmanuel,32911
57,8,92456,63447,5662,56342,2,F,LE PEN,Marine,23431
57,9,99477,74275,6404,66249,1,M,MACRON,Emmanuel,43525
57,9,99477,74275,6404,66249,2,F,LE PEN,Marine,22724
58,1,76906,56889,6067,49098,1,M,MACRON,Emmanuel,30199
58,1,76906,56889,6067,49098,2,F,LE PEN,Marine,18899
58,2,82476,64323,6036,55570,1,M,MACRON,Emmanuel,32523
58,2,82476,64323,6036,55570,2,F,LE PEN,Marine,23047
59,1,61686,42673,2895,38654,1,M,MACRON,Emmanuel,29503
59,1,61686,42673,2895,38654,2,F,LE PEN,Marine,9151
59,2,86560,62548,4570,56295,1,M,MACRON,Emmanuel,40904
59,2,86560,62548,4570,56295,2,F,LE PEN,Marine,15391
59,3,94024,66644,5088,59436,1,M,MACRON,Emmanuel,27452
59,3,94024,66644,5088,59436,2,F,LE PEN,Marine,31984
59,4,99217,74216,5388,66882,1,M,MACRON,Emmanuel,48012
59,4,99217,74216,5388,66882,2,F,LE PEN,Marine,18870
59,5,99813,76981,6626,68157,1,M,MACRON,Emmanuel,39439
59,5,99813,76981,6626,68157,2,F,LE PEN,Marine,28718
59,6,89078,71287,5883,63346,1,M,MACRON,Emmanuel,41018
59,6,89078,71287,5883,63346,2,F,LE PEN,Marine,22328
59,7,72370,52800,4075,47413,1,M,MACRON,Emmanuel,32665
59,7,72370,52800,4075,47413,2,F,LE PEN,Marine,14748
59,8,67707,43706,2902,39790,1,M,MACRON,Emmanuel,25377
59,8,67707,43706,2902,39790,2,F,LE PEN,Marine,14413
59,9,91896,65478,4676,59289,1,M,MACRON,Emmanuel,45608
59,9,91896,65478,4676,59289,2,F,LE PEN,Marine,13681
59,10,81911,56170,4363,50342,1,M,MACRON,Emmanuel,30033
59,10,81911,56170,4363,50342,2,F,LE PEN,Marine,20309
59,11,92112,66243,4941,59271,1,M,MACRON,Emmanuel,38775
59,11,92112,66243,4941,59271,2,F,LE PEN,Marine,20496
59,12,93609,69589,5822,61415,1,M,MACRON,Emmanuel,27234
59,12,93609,69589,5822,61415,2,F,LE PEN,Marine,34181
59,13,89208,64385,6006,56392,1,M,MACRON,Emmanuel,28207
59,13,89208,64385,6006,56392,2,F,LE PEN,Marine,28185
59,14,98787,77718,6491,68536,1,M,MACRON,Emmanuel,34235
59,14,98787,77718,6491,68536,2,F,LE PEN,Marine,34301
59,15,95813,75694,5919,66547,1,M,MACRON,Emmanuel,35668
59,15,95813,75694,5919,66547,2,F,LE PEN,Marine,30879
59,16,82981,60244,5042,53113,1,M,MACRON,Emmanuel,23101
59,16,82981,60244,5042,53113,2,F,LE PEN,Marine,30012
59,17,73594,53900,4397,47700,1,M,MACRON,Emmanuel,23963
59,17,73594,53900,4397,47700,2,F,LE PEN,Marine,23737
59,18,91656,67987,5542,60144,1,M,MACRON,Emmanuel,26954
59,18,91656,67987,5542,60144,2,F,LE PEN,Marine,33190
59,19,79055,57506,4637,51035,1,M,MACRON,Emmanuel,21266
59,19,79055,57506,4637,51035,2,F,LE PEN,Marine,29769
59,20,81036,56946,4144,51011,1,M,MACRON,Emmanuel,22433
59,20,81036,56946,4144,51011,2,F,LE PEN,Marine,28578
59,21,82291,58756,4607,52472,1,M,MACRON,Emmanuel,27959
59,21,82291,58756,4607,52472,2,F,LE PEN,Marine,24513
60,1,82918,64122,5286,57055,1,M,MACRON,Emmanuel,27937
60,1,82918,64122,5286,57055,2,F,LE PEN,Marine,29118
60,2,88714,69206,5747,61544,1,M,MACRON,Emmanuel,29483
60,2,88714,69206,5747,61544,2,F,LE PEN,Marine,32061
60,3,73832,54305,4648,48234,1,M,MACRON,Emmanuel,27111
60,3,73832,54305,4648,48234,2,F,LE PEN,Marine,21123
60,4,92462,70508,6191,62664,1,M,MACRON,Emmanuel,37466
60,4,92462,70508,6191,62664,2,F,LE PEN,Marine,25198
60,5,72737,55216,4634,49109,1,M,MACRON,Emmanuel,26902
60,5,72737,55216,4634,49109,2,F,LE PEN,Marine,22207
60,6,75198,57535,5130,50894,1,M,MACRON,Emmanuel,27036
60,6,75198,57535,5130,50894,2,F,LE PEN,Marine,23858
60,7,76089,57359,5111,50558,1,M,MACRON,Emmanuel,26574
60,7,76089,57359,5111,50558,2,F,LE PEN,Marine,23984
61,1,69530,54540,4855,48128,1,M,MACRON,Emmanuel,31515
61,1,69530,54540,4855,48128,2,F,LE PEN,Marine,16613
61,2,67535,52618,4855,46333,1,M,MACRON,Emmanuel,25886
61,2,67535,52618,4855,46333,2,F,LE PEN,Marine,20447
61,3,71626,55956,5052,49093,1,M,MACRON,Emmanuel,31083
61,3,71626,55956,5052,49093,2,F,LE PEN,Marine,18010
62,1,104355,84223,6805,74473,1,M,MACRON,Emmanuel,34442
62,1,104355,84223,6805,74473,2,F,LE PEN,Marine,40031
62,2,85258,66323,5267,58534,1,M,MACRON,Emmanuel,36118
62,2,85258,66323,5267,58534,2,F,LE PEN,Marine,22416
62,3,85586,60301,4389,53751,1,M,MACRON,Emmanuel,22225
62,3,85586,60301,4389,53751,2,F,LE PEN,Marine,31526
62,4,88511,70280,5265,62673,1,M,MACRON,Emmanuel,35822
62,4,88511,70280,5265,62673,2,F,LE PEN,Marine,26851
62,5,89807,66752,5147,59429,1,M,MACRON,Emmanuel,32010
62,5,89807,66752,5147,59429,2,F,LE PEN,Marine,27419
62,6,91182,74589,5713,66110,1,M,MACRON,Emmanuel,31795
62,6,91182,74589,5713,66110,2,F,LE PEN,Marine,34315
62,7,93190,68526,5068,60851,1,M,MACRON,Emmanuel,27281
62,7,93190,68526,5068,60851,2,F,LE PEN,Marine,33570
62,8,92979,71418,5229,63404,1,M,MACRON,Emmanuel,31279
62,8,92979,71418,5229,63404,2,F,LE PEN,Marine,32125
62,9,79204,61164,4739,53976,1,M,MACRON,Emmanuel,27812
62,9,79204,61164,4739,53976,2,F,LE PEN,Marine,26164
62,10,90260,66026,5006,58459,1,M,MACRON,Emmanuel,23509
62,10,90260,66026,5006,58459,2,F,LE PEN,Marine,34950
62,11,94865,68497,4718,61173,1,M,MACRON,Emmanuel,25588
62,11,94865,68497,4718,61173,2,F,LE PEN,Marine,35585
62,12,95244,70123,5187,62507,1,M,MACRON,Emmanuel,24677
62,12,95244,70123,5187,62507,2,F,LE PEN,Marine,37830
63,1,83419,61161,5379,53910,1,M,MACRON,Emmanuel,40972
63,1,83419,61161,5379,53910,2,F,LE PEN,Marine,12938
63,2,87831,69403,7154,59189,1,M,MACRON,Emmanuel,40066
63,2,87831,69403,7154,59189,2,F,LE PEN,Marine,19123
63,3,89016,69044,6564,60262,1,M,MACRON,Emmanuel,47101
63,3,89016,69044,6564,60262,2,F,LE PEN,Marine,13161
63,4,98583,76827,7993,66054,1,M,MACRON,Emmanuel,47336
63,4,98583,76827,7993,66054,2,F,LE PEN,Marine,18718
63,5,102070,79450,7549,68177,1,M,MACRON,Emmanuel,43962
63,5,102070,79450,7549,68177,2,F,LE PEN,Marine,24215
64,1,68723,53236,4895,46596,1,M,MACRON,Emmanuel,35483
64,1,68723,53236,4895,46596,2,F,LE PEN,Marine,11113
64,2,80017,64304,5920,56127,1,M,MACRON,Emmanuel,41558
64,2,80017,64304,5920,56127,2,F,LE PEN,Marine,14569
64,3,82767,65474,6606,56119,1,M,MACRON,Emmanuel,39837
64,3,82767,65474,6606,56119,2,F,LE PEN,Marine,16282
64,4,80199,63176,6869,53545,1,M,MACRON,Emmanuel,39858
64,4,80199,63176,6869,53545,2,F,LE PEN,Marine,13687
64,5,90980,69977,6584,61015,1,M,MACRON,Emmanuel,46228
64,5,90980,69977,6584,61015,2,F,LE PEN,Marine,14787
64,6,99637,75823,7644,65592,1,M,MACRON,Emmanuel,50653
64,6,99637,75823,7644,65592,2,F,LE PEN,Marine,14939
65,1,88361,67606,7004,57720,1,M,MACRON,Emmanuel,40220
65,1,88361,67606,7004,57720,2,F,LE PEN,Marine,17500
65,2,89317,69410,7168,59299,1,M,MACRON,Emmanuel,39574
65,2,89317,69410,7168,59299,2,F,LE PEN,Marine,19725
66,1,70968,51725,4373,45355,1,M,MACRON,Emmanuel,25527
66,1,70968,51725,4373,45355,2,F,LE PEN,Marine,19828
66,2,96668,73528,6378,64268,1,M,MACRON,Emmanuel,30686
66,2,96668,73528,6378,64268,2,F,LE PEN,Marine,33582
66,3,83054,61865,5857,51014,1,M,MACRON,Emmanuel,28433
66,3,83054,61865,5857,51014,2,F,LE PEN,Marine,22581
66,4,97174,74035,6971,63881,1,M,MACRON,Emmanuel,33998
66,4,97174,74035,6971,63881,2,F,LE PEN,Marine,29883
67,1,60952,45357,2623,41912,1,M,MACRON,Emmanuel,35354
67,1,60952,45357,2623,41912,2,F,LE PEN,Marine,6558
67,2,69507,50855,3464,46350,1,M,MACRON,Emmanuel,35465
67,2,69507,50855,3464,46350,2,F,LE PEN,Marine,10885
67,3,68842,49909,3485,45322,1,M,MACRON,Emmanuel,33667
67,3,68842,49909,3485,45322,2,F,LE PEN,Marine,11655
67,4,94596,73292,5646,66097,1,M,MACRON,Emmanuel,44614
67,4,94596,73292,5646,66097,2,F,LE PEN,Marine,21483
67,5,104157,80009,6653,71135,1,M,MACRON,Emmanuel,40913
67,5,104157,80009,6653,71135,2,F,LE PEN,Marine,30222
67,6,96014,74029,6300,65861,1,M,MACRON,Emmanuel,38165
67,6,96014,74029,6300,65861,2,F,LE PEN,Marine,27696
67,7,85374,66382,5623,59046,1,M,MACRON,Emmanuel,31547
67,7,85374,66382,5623,59046,2,F,LE PEN,Marine,27499
67,8,94571,73053,5547,65562,1,M,MACRON,Emmanuel,34449
67,8,94571,73053,5547,65562,2,F,LE PEN,Marine,31113
67,9,92637,70515,5366,63444,1,M,MACRON,Emmanuel,36767
67,9,92637,70515,5366,63444,2,F,LE PEN,Marine,26677
68,1,76091,57175,4788,51011,1,M,MACRON,Emmanuel,30747
68,1,76091,57175,4788,51011,2,F,LE PEN,Marine,20264
68,2,92199,71604,6577,63179,1,M,MACRON,Emmanuel,37115
68,2,92199,71604,6577,63179,2,F,LE PEN,Marine,26064
68,3,85570,66147,6201,57902,1,M,MACRON,Emmanuel,32654
68,3,85570,66147,6201,57902,2,F,LE PEN,Marine,25248
68,4,102541,78690,7230,69386,1,M,MACRON,Emmanuel,35221
68,4,102541,78690,7230,69386,2,F,LE PEN,Marine,34165
68,5,77397,55760,5727,49437,1,M,MACRON,Emmanuel,33241
68,5,77397,55760,5727,49437,2,F,LE PEN,Marine,16196
68,6,92363,67985,6331,60283,1,M,MACRON,Emmanuel,34621
68,6,92363,67985,6331,60283,2,F,LE PEN,Marine,25662
69,1,69437,51854,3613,47117,1,M,MACRON,Emmanuel,38308
69,1,69437,51854,3613,47117,2,F,LE PEN,Marine,8809
69,2,74943,57262,4031,52077,1,M,MACRON,Emmanuel,45039
69,2,74943,57262,4031,52077,2,F,LE PEN,Marine,7038
69,3,72005,54582,3781,49725,1,M,MACRON,Emmanuel,41914
69,3,72005,54582,3781,49725,2,F,LE PEN,Marine,7811
69,4,80095,61257,4472,55592,1,M,MACRON,Emmanuel,46747
69,4,80095,61257,4472,55592,2,F,LE PEN,Marine,8845
69,5,88103,66734,5366,60065,1,M,MACRON,Emmanuel,45868
69,5,88103,66734,5366,60065,2,F,LE PEN,Marine,14197
69,6,82376,57808,4214,52487,1,M,MACRON,Emmanuel,41729
69,6,82376,57808,4214,52487,2,F,LE PEN,Marine,10758
69,7,67957,45759,3251,41465,1,M,MACRON,Emmanuel,30414
69,7,67957,45759,3251,41465,2,F,LE PEN,Marine,11051
69,8,102499,79409,7316,70209,1,M,MACRON,Emmanuel,46956
69,8,102499,79409,7316,70209,2,F,LE PEN,Marine,23253
69,9,91667,70723,6380,62717,1,M,MACRON,Emmanuel,39062
69,9,91667,70723,6380,62717,2,F,LE PEN,Marine,23655
69,10,95159,75339,6416,67426,1,M,MACRON,Emmanuel,47496
69,10,95159,75339,6416,67426,2,F,LE PEN,Marine,19930
69,11,92395,71200,6328,62628,1,M,MACRON,Emmanuel,40157
69,11,92395,71200,6328,62628,2,F,LE PEN,Marine,22471
69,12,79778,61018,4923,54746,1,M,MACRON,Emmanuel,41747
69,12,79778,61018,4923,54746,2,F,LE PEN,Marine,12999
69,13,84769,63392,5135,56944,1,M,MACRON,Emmanuel,36176
69,13,84769,63392,5135,56944,2,F,LE PEN,Marine,20768
69,14,74323,49321,3840,44134,1,M,MACRON,Emmanuel,30402
69,14,74323,49321,3840,44134,2,F,LE PEN,Marine,13732
70,1,88478,70298,5841,61065,1,M,MACRON,Emmanuel,32696
70,1,88478,70298,5841,61065,2,F,LE PEN,Marine,28369
70,2,90709,71602,5825,61817,1,M,MACRON,Emmanuel,30845
70,2,90709,71602,5825,61817,2,F,LE PEN,Marine,30972
71,1,72857,56022,5384,49154,1,M,MACRON,Emmanuel,33207
71,1,72857,56022,5384,49154,2,F,LE PEN,Marine,15947
71,2,78392,61386,6074,53136,1,M,MACRON,Emmanuel,32669
71,2,78392,61386,6074,53136,2,F,LE PEN,Marine,20467
71,3,82761,64055,6184,55469,1,M,MACRON,Emmanuel,33324
71,3,82761,64055,6184,55469,2,F,LE PEN,Marine,22145
71,4,82290,63560,6073,55377,1,M,MACRON,Emmanuel,31207
71,4,82290,63560,6073,55377,2,F,LE PEN,Marine,24170
71,5,90011,66652,6429,57734,1,M,MACRON,Emmanuel,36538
71,5,90011,66652,6429,57734,2,F,LE PEN,Marine,21196
72,1,71779,55729,6216,48371,1,M,MACRON,Emmanuel,33008
72,1,71779,55729,6216,48371,2,F,LE PEN,Marine,15363
72,2,81978,61483,6872,53240,1,M,MACRON,Emmanuel,34473
72,2,81978,61483,6872,53240,2,F,LE PEN,Marine,18767
72,3,85274,66213,6668,57088,1,M,MACRON,Emmanuel,32863
72,3,85274,66213,6668,57088,2,F,LE PEN,Marine,24225
72,4,79637,60793,6862,51947,1,M,MACRON,Emmanuel,33092
72,4,79637,60793,6862,51947,2,F,LE PEN,Marine,18855
72,5,86955,66906,6940,58030,1,M,MACRON,Emmanuel,36717
72,5,86955,66906,6940,58030,2,F,LE PEN,Marine,21313
73,1,86980,67847,6350,59607,1,M,MACRON,Emmanuel,38410
73,1,86980,67847,6350,59607,2,F,LE PEN,Marine,21197
73,2,75929,56569,5607,49514,1,M,MACRON,Emmanuel,31126
73,2,75929,56569,5607,49514,2,F,LE PEN,Marine,18388
73,3,72614,56739,5315,49449,1,M,MACRON,Emmanuel,30278
73,3,72614,56739,5315,49449,2,F,LE PEN,Marine,19171
73,4,74656,56733,5052,50146,1,M,MACRON,Emmanuel,35304
73,4,74656,56733,5052,50146,2,F,LE PEN,Marine,14842
74,1,100498,79663,7005,70812,1,M,MACRON,Emmanuel,50164
74,1,100498,79663,7005,70812,2,F,LE PEN,Marine,20648
74,2,94995,73831,6529,65571,1,M,MACRON,Emmanuel,47681
74,2,94995,73831,6529,65571,2,F,LE PEN,Marine,17890
74,3,82020,63985,6126,56277,1,M,MACRON,Emmanuel,35713
74,3,82020,63985,6126,56277,2,F,LE PEN,Marine,20564
74,4,85824,62550,5440,55698,1,M,MACRON,Emmanuel,38692
74,4,85824,62550,5440,55698,2,F,LE PEN,Marine,17006
74,5,95810,72159,6558,63467,1,M,MACRON,Emmanuel,42949
74,5,95810,72159,6558,63467,2,F,LE PEN,Marine,20518
74,6,78860,58183,5692,51119,1,M,MACRON,Emmanuel,33999
74,6,78860,58183,5692,51119,2,F,LE PEN,Marine,17120
75,1,80749,65081,3218,61031,1,M,MACRON,Emmanuel,55424
75,1,80749,65081,3218,61031,2,F,LE PEN,Marine,5607
75,2,71725,58271,3337,53943,1,M,MACRON,Emmanuel,48371
75,2,71725,58271,3337,53943,2,F,LE PEN,Marine,5572
75,3,68661,53753,2925,50005,1,M,MACRON,Emmanuel,44933
75,3,68661,53753,2925,50005,2,F,LE PEN,Marine,5072
75,4,69696,54626,3172,50565,1,M,MACRON,Emmanuel,44667
75,4,69696,54626,3172,50565,2,F,LE PEN,Marine,5898
75,5,75857,60731,2843,57110,1,M,MACRON,Emmanuel,52983
75,5,75857,60731,2843,57110,2,F,LE PEN,Marine,4127
75,6,76595,59951,3200,55762,1,M,MACRON,Emmanuel,51375
75,6,76595,59951,3200,55762,2,F,LE PEN,Marine,4387
75,7,76035,61502,2955,57686,1,M,MACRON,Emmanuel,53151
75,7,76035,61502,2955,57686,2,F,LE PEN,Marine,4535
75,8,82129,64358,3879,59326,1,M,MACRON,Emmanuel,52534
75,8,82129,64358,3879,59326,2,F,LE PEN,Marine,6792
75,9,68335,53130,3356,48680,1,M,MACRON,Emmanuel,42679
75,9,68335,53130,3356,48680,2,F,LE PEN,Marine,6001
75,10,67298,52294,3167,48146,1,M,MACRON,Emmanuel,42179
75,10,67298,52294,3167,48146,2,F,LE PEN,Marine,5967
75,11,70971,57679,3118,53652,1,M,MACRON,Emmanuel,48699
75,11,70971,57679,3118,53652,2,F,LE PEN,Marine,4953
75,12,73928,59362,3657,54686,1,M,MACRON,Emmanuel,48030
75,12,73928,59362,3657,54686,2,F,LE PEN,Marine,6656
75,13,75334,59321,3896,54422,1,M,MACRON,Emmanuel,47424
75,13,75334,59321,3896,54422,2,F,LE PEN,Marine,6998
75,14,72310,56520,3568,51903,1,M,MACRON,Emmanuel,45235
75,14,72310,56520,3568,51903,2,F,LE PEN,Marine,6668
75,15,76201,57574,3399,53136,1,M,MACRON,Emmanuel,47540
75,15,76201,57574,3399,53136,2,F,LE PEN,Marine,5596
75,16,70313,52462,2949,48616,1,M,MACRON,Emmanuel,43959
75,16,70313,52462,2949,48616,2,F,LE PEN,Marine,4657
75,17,58156,42145,2438,39008,1,M,MACRON,Emmanuel,34951
75,17,58156,42145,2438,39008,2,F,LE PEN,Marine,4057
75,18,67244,52879,2791,49350,1,M,MACRON,Emmanuel,45123
75,18,67244,52879,2791,49350,2,F,LE PEN,Marine,4227
76,1,64735,48164,3811,43300,1,M,MACRON,Emmanuel,34577
76,1,64735,48164,3811,43300,2,F,LE PEN,Marine,8723
76,2,94780,75067,6732,66557,1,M,MACRON,Emmanuel,44124
76,2,94780,75067,6732,66557,2,F,LE PEN,Marine,22433
76,3,69440,50531,4699,44301,1,M,MACRON,Emmanuel,30010
76,3,69440,50531,4699,44301,2,F,LE PEN,Marine,14291
76,4,88350,65050,6163,56726,1,M,MACRON,Emmanuel,34327
76,4,88350,65050,6163,56726,2,F,LE PEN,Marine,22399
76,5,96251,74505,6961,65516,1,M,MACRON,Emmanuel,36980
76,5,96251,74505,6961,65516,2,F,LE PEN,Marine,28536
76,6,109597,85454,7705,75298,1,M,MACRON,Emmanuel,37955
76,6,109597,85454,7705,75298,2,F,LE PEN,Marine,37343
