departement,circonscription,inscrits,votants,blancs,exprimes,numero_panneau,sexe,nom,prenom,voix
18,1,72592,54325,5815,47196,1,M,MACRON,Emmanuel,30384
18,1,72592,54325,5815,47196,2,F,LE PEN,Marine,16812
18,2,70174,51108,5399,43938,1,M,MACRON,Emmanuel,26968
18,2,70174,51108,5399,43938,2,F,LE PEN,Marine,16970
18,3,86218,65530,6884,56600,1,M,MACRON,Emmanuel,33024
18,3,86218,65530,6884,56600,2,F,LE PEN,Marine,23576
19,1,92667,74382,8019,62037,1,M,MACRON,Emmanuel,44331
19,1,92667,74382,8019,62037,2,F,LE PEN,Marine,17706
19,2,92578,72703,7116,61947,1,M,MACRON,Emmanuel,43698
19,2,92578,72703,7116,61947,2,F,LE PEN,Marine,18249
21,1,68418,53927,4845,47719,1,M,MACRON,Emmanuel,36092
21,1,68418,53927,4845,47719,2,F,LE PEN,Marine,11627
21,2,68719,53589,4952,47064,1,M,MACRON,Emmanuel,30926
21,2,68719,53589,4952,47064,2,F,LE PEN,Marine,16138
21,3,70382,55112,4930,48715,1,M,MACRON,Emmanuel,31786
21,3,70382,55112,4930,48715,2,F,LE PEN,Marine,16929
21,4,68736,54446,5576,47134,1,M,MACRON,Emmanuel,26744
21,4,68736,54446,5576,47134,2,F,LE PEN,Marine,20390
21,5,84391,66317,6349,58134,1,M,MACRON,Emmanuel,34097
21,5,84391,66317,6349,58134,2,F,LE PEN,Marine,24037
22,1,89781,71180,5958,63002,1,M,MACRON,Emmanuel,48937
22,1,89781,71180,5958,63002,2,F,LE PEN,Marine,14065
22,2,96788,79156,7142,69503,1,M,MACRON,Emmanuel,49661
22,2,96788,79156,7142,69503,2,F,LE PEN,Marine,19842
22,3,86711,71338,6076,62850,1,M,MACRON,Emmanuel,44369
22,3,86711,71338,6076,62850,2,F,LE PEN,Marine,18481
22,4,78642,63292,6087,54466,1,M,MACRON,Emmanuel,38869
22,4,78642,63292,6087,54466,2,F,LE PEN,Marine,15597
22,5,103918,83204,7624,72686,1,M,MACRON,Emmanuel,55117
22,5,103918,83204,7624,72686,2,F,LE PEN,Marine,17569
23,1,93122,71384,7806,59667,1,M,MACRON,Emmanuel,39239
23,1,93122,71384,7806,59667,2,F,LE PEN,Marine,20428
24,1,76193,59217,5933,50229,1,M,MACRON,Emmanuel,32899
24,1,76193,59217,5933,50229,2,F,LE PEN,Marine,17330
24,2,82427,64433,6050,55578,1,M,MACRON,Emmanuel,33949
24,2,82427,64433,6050,55578,2,F,LE PEN,Marine,21629
24,3,67480,54338,5638,45796,1,M,MACRON,Emmanuel,28737
24,3,67480,54338,5638,45796,2,F,LE PEN,Marine,17059
24,4,87801,70156,7534,59265,1,M,MACRON,Emmanuel,39948
24,4,87801,70156,7534,59265,2,F,LE PEN,Marine,19317
25,1,75230,57285,5128,50586,1,M,MACRON,Emmanuel,34951
25,1,75230,57285,5128,50586,2,F,LE PEN,Marine,15635
25,2,78332,60618,5617,53078,1,M,MACRON,Emmanuel,37626
25,2,78332,60618,5617,53078,2,F,LE PEN,Marine,15452
25,3,65880,50491,4753,43964,1,M,MACRON,Emmanuel,25237
25,3,65880,50491,4753,43964,2,F,LE PEN,Marine,18727
25,4,66899,50096,4398,43881,1,M,MACRON,Emmanuel,23743
25,4,66899,50096,4398,43881,2,F,LE PEN,Marine,20138
25,5,81973,65200,6183,56730,1,M,MACRON,Emmanuel,36747
25,5,81973,65200,6183,56730,2,F,LE PEN,Marine,19983
26,1,75253,56921,4618,50627,1,M,MACRON,Emmanuel,34815
26,1,75253,56921,4618,50627,2,F,LE PEN,Marine,15812
26,2,93294,71550,6346,62923,1,M,MACRON,Emmanuel,36186
26,2,93294,71550,6346,62923,2,F,LE PEN,Marine,26737
26,3,106730,85237,8955,73643,1,M,MACRON,Emmanuel,48204
26,3,106730,85237,8955,73643,2,F,LE PEN,Marine,25439
26,4,94185,73645,6492,65111,1,M,MACRON,Emmanuel,38787
26,4,94185,73645,6492,65111,2,F,LE PEN,Marine,26324
27,1,86371,65974,5793,58559,1,M,MACRON,Emmanuel,31949
27,1,86371,65974,5793,58559,2,F,LE PEN,Marine,26610
27,2,78439,61334,5576,54238,1,M,MACRON,Emmanuel,30196
27,2,78439,61334,5576,54238,2,F,LE PEN,Marine,24042
27,3,84423,66478,5896,58770,1,M,MACRON,Emmanuel,30460
27,3,84423,66478,5896,58770,2,F,LE PEN,Marine,28310
27,4,89881,68591,6172,60486,1,M,MACRON,Emmanuel,33966
27,4,89881,68591,6172,60486,2,F,LE PEN,Marine,26520
27,5,88408,67849,5784,60222,1,M,MACRON,Emmanuel,32287
27,5,88408,67849,5784,60222,2,F,LE PEN,Marine,27935
28,1,89165,68630,6130,60677,1,M,MACRON,Emmanuel,40689
28,1,89165,68630,6130,60677,2,F,LE PEN,Marine,19988
28,2,74284,54528,4668,48461,1,M,MACRON,Emmanuel,28566
28,2,74284,54528,4668,48461,2,F,LE PEN,Marine,19895
28,3,70795,54211,4929,47726,1,M,MACRON,Emmanuel,28271
28,3,70795,54211,4929,47726,2,F,LE PEN,Marine,19455
28,4,67211,52870,4942,46252,1,M,MACRON,Emmanuel,24894
28,4,67211,52870,4942,46252,2,F,LE PEN,Marine,21358
29,1,88744,71965,5888,64051,1,M,MACRON,Emmanuel,51507
29,1,88744,71965,5888,64051,2,F,LE PEN,Marine,12544
29,2,78508,57660,6442,51020,1,M,MACRON,Emmanuel,40570
29,2,78508,57660,6442,51020,2,F,LE PEN,Marine,10450
29,3,89482,70918,7036,62584,1,M,MACRON,Emmanuel,47718
29,3,89482,70918,7036,62584,2,F,LE PEN,Marine,14866
29,4,82180,65696,6145,57669,1,M,MACRON,Emmanuel,45314
29,4,82180,65696,6145,57669,2,F,LE PEN,Marine,12355
29,5,94387,76146,6662,67509,1,M,MACRON,Emmanuel,52684
29,5,94387,76146,6662,67509,2,F,LE PEN,Marine,14825
29,6,89273,71060,6769,61987,1,M,MACRON,Emmanuel,46434
29,6,89273,71060,6769,61987,2,F,LE PEN,Marine,15553
29,7,80496,63963,5827,55993,1,M,MACRON,Emmanuel,43603
29,7,80496,63963,5827,55993,2,F,LE PEN,Marine,12390
29,8,87369,68493,6558,59409,1,M,MACRON,Emmanuel,43502
29,8,87369,68493,6558,59409,2,F,LE PEN,Marine,15907
2A,1,50854,32662,2669,28754,1,M,MACRON,Emmanuel,14926
2A,1,50854,32662,2669,28754,2,F,LE PEN,Marine,13828
2A,2,57906,37586,2969,32800,1,M,MACRON,Emmanuel,16213
2A,2,57906,37586,2969,32800,2,F,LE PEN,Marine,16587
2B,1,58788,37818,3074,32339,1,M,MACRON,Emmanuel,16078
2B,1,58788,37818,3074,32339,2,F,LE PEN,Marine,16261
2B,2,66085,41416,3825,35908,1,M,MACRON,Emmanuel,19602
2B,2,66085,41416,3825,35908,2,F,LE PEN,Marine,16306
30,1,86919,63418,5054,56519,1,M,MACRON,Emmanuel,32088
30,1,86919,63418,5054,56519,2,F,LE PEN,Marine,24431
30,2,89044,69050,6155,60524,1,M,MACRON,Emmanuel,29692
30,2,89044,69050,6155,60524,2,F,LE PEN,Marine,30832
30,3,93641,72773,6564,63943,1,M,MACRON,Emmanuel,35023
30,3,93641,72773,6564,63943,2,F,LE PEN,Marine,28920
30,4,91123,69466,6757,60105,1,M,MACRON,Emmanuel,31607
30,4,91123,69466,6757,60105,2,F,LE PEN,Marine,28498
30,5,95928,72838,7603,62339,1,M,MACRON,Emmanuel,35953
30,5,95928,72838,7603,62339,2,F,LE PEN,Marine,26386
30,6,81185,59870,5303,52684,1,M,MACRON,Emmanuel,30626
30,6,81185,59870,5303,52684,2,F,LE PEN,Marine,22058
31,1,83663,59565,4921,53090,1,M,MACRON,Emmanuel,42735
31,1,83663,59565,4921,53090,2,F,LE PEN,Marine,10355
31,2,101383,74449,6287,65832,1,M,MACRON,Emmanuel,49853
31,2,101383,74449,6287,65832,2,F,LE PEN,Marine,15979
31,3,79443,59406,5139,52769,1,M,MACRON,Emmanuel,42612
31,3,79443,59406,5139,52769,2,F,LE PEN,Marine,10157
31,4,71192,47711,3806,42360,1,M,MACRON,Emmanuel,35448
31,4,71192,47711,3806,42360,2,F,LE PEN,Marine,6912
31,5,98458,77456,7198,67590,1,M,MACRON,Emmanuel,43263
31,5,98458,77456,7198,67590,2,F,LE PEN,Marine,24327
31,6,111627,87990,7435,77612,1,M,MACRON,Emmanuel,56089
31,6,111627,87990,7435,77612,2,F,LE PEN,Marine,21523
31,7,99776,77543,7008,67838,1,M,MACRON,Emmanuel,42953
31,7,99776,77543,7008,67838,2,F,LE PEN,Marine,24885
31,8,85512,65617,6416,56045,1,M,MACRON,Emmanuel,34367
31,8,85512,65617,6416,56045,2,F,LE PEN,Marine,21678
31,9,80376,58012,4986,51345,1,M,MACRON,Emmanuel,38684
31,9,80376,58012,4986,51345,2,F,LE PEN,Marine,12661
31,10,95402,78536,7376,68779,1,M,MACRON,Emmanuel,50661
31,10,95402,78536,7376,68779,2,F,LE PEN,Marine,18118
32,1,73502,59495,5991,51058,1,M,MACRON,Emmanuel,35219
32,1,73502,59495,5991,51058,2,F,LE PEN,Marine,15839
32,2,71448,57820,5583,49937,1,M,MACRON,Emmanuel,32352
32,2,71448,57820,5583,49937,2,F,LE PEN,Marine,17585
33,1,95070,71094,5323,64074,1,M,MACRON,Emmanuel,52896
33,1,95070,71094,5323,64074,2,F,LE PEN,Marine,11178
33,2,65986,48350,3419,43828,1,M,MACRON,Emmanuel,38590
33,2,65986,48350,3419,43828,2,F,LE PEN,Marine,5238
33,3,80975,59071,4846,52381,1,M,MACRON,Emmanuel,42327
33,3,80975,59071,4846,52381,2,F,LE PEN,Marine,10054
33,4,93581,68439,6201,60132,1,M,MACRON,Emmanuel,41316
33,4,93581,68439,6201,60132,2,F,LE PEN,Marine,18816
33,5,110540,86391,7516,76186,1,M,MACRON,Emmanuel,47028
33,5,110540,86391,7516,76186,2,F,LE PEN,Marine,29158
33,6,103637,80912,6937,71707,1,M,MACRON,Emmanuel,55165
33,6,103637,80912,6937,71707,2,F,LE PEN,Marine,16542
33,7,76980,59919,5138,53032,1,M,MACRON,Emmanuel,42456
33,7,76980,59919,5138,53032,2,F,LE PEN,Marine,10576
33,8,109110,84567,8191,73854,1,M,MACRON,Emmanuel,49163
33,8,109110,84567,8191,73854,2,F,LE PEN,Marine,24691
33,9,93585,74613,7337,64633,1,M,MACRON,Emmanuel,42643
33,9,93585,74613,7337,64633,2,F,LE PEN,Marine,21990
33,10,80801,62914,5568,54940,1,M,MACRON,Emmanuel,33189
33,10,80801,62914,5568,54940,2,F,LE PEN,Marine,21751
33,11,92955,71791,6361,63097,1,M,MACRON,Emmanuel,33101
33,11,92955,71791,6361,63097,2,F,LE PEN,Marine,29996
33,12,83345,66679,6356,57888,1,M,MACRON,Emmanuel,37617
33,12,83345,66679,6356,57888,2,F,LE PEN,Marine,20271
34,1,84608,62701,5683,55314,1,M,MACRON,Emmanuel,35528
34,1,84608,62701,5683,55314,2,F,LE PEN,Marine,19786
34,2,60414,41136,3269,36987,1,M,MACRON,Emmanuel,29990
34,2,60414,41136,3269,36987,2,F,LE PEN,Marine,6997
34,3,85058,66181,6112,58169,1,M,MACRON,Emmanuel,39681
34,3,85058,66181,6112,58169,2,F,LE PEN,Marine,18488
34,4,111937,87495,8575,75871,1,M,MACRON,Emmanuel,45187
34,4,111937,87495,8575,75871,2,F,LE PEN,Marine,30684
34,5,94270,72571,7734,61862,1,M,MACRON,Emmanuel,32313
34,5,94270,72571,7734,61862,2,F,LE PEN,Marine,29549
34,6,91222,67558,6162,59328,1,M,MACRON,Emmanuel,28726
34,6,91222,67558,6162,59328,2,F,LE PEN,Marine,30602
34,7,102076,77392,6933,67568,1,M,MACRON,Emmanuel,33607
34,7,102076,77392,6933,67568,2,F,LE PEN,Marine,33961
34,8,88579,66106,5790,58009,1,M,MACRON,Emmanuel,34402
34,8,88579,66106,5790,58009,2,F,LE PEN,Marine,23607
34,9,82100,61495,5109,54458,1,M,MACRON,Emmanuel,32985
34,9,82100,61495,5109,54458,2,F,LE PEN,Marine,21473
35,1,89581,69019,5289,62132,1,M,MACRON,Emmanuel,52529
35,1,89581,69019,5289,62132,2,F,LE PEN,Marine,9603
35,2,92186,74869,5526,67629,1,M,MACRON,Emmanuel,57468
35,2,92186,74869,5526,67629,2,F,LE PEN,Marine,10161
35,3,86065,69347,5514,61835,1,M,MACRON,Emmanuel,46389
35,3,86065,69347,5514,61835,2,F,LE PEN,Marine,15446
35,4,90195,72225,6121,64066,1,M,MACRON,Emmanuel,45130
35,4,90195,72225,6121,64066,2,F,LE PEN,Marine,18936
35,5,103140,83473,6605,74474,1,M,MACRON,Emmanuel,56724
35,5,103140,83473,6605,74474,2,F,LE PEN,Marine,17750
35,6,86855,70353,5617,62325,1,M,MACRON,Emmanuel,43953
35,6,86855,70353,5617,62325,2,F,LE PEN,Marine,18372
35,7,98646,77409,6729,68391,1,M,MACRON,Emmanuel,50244
35,7,98646,77409,6729,68391,2,F,LE PEN,Marine,18147
35,8,83387,64492,4633,58437,1,M,MACRON,Emmanuel,50910
35,8,83387,64492,4633,58437,2,F,LE PEN,Marine,7527
36,1,80306,59905,5641,51243,1,M,MACRON,Emmanuel,32191
36,1,80306,59905,5641,51243,2,F,LE PEN,Marine,19052
36,2,90099,70589,6999,60557,1,M,MACRON,Emmanuel,35982
36,2,90099,70589,6999,60557,2,F,LE PEN,Marine,24575
37,1,68639,48785,4019,43525,1,M,MACRON,Emmanuel,35096
37,1,68639,48785,4019,43525,2,F,LE PEN,Marine,8429
37,2,88621,69971,6615,61172,1,M,MACRON,Emmanuel,40276
37,2,88621,69971,6615,61172,2,F,LE PEN,Marine,20896
37,3,97499,76360,6949,67122,1,M,MACRON,Emmanuel,45992
37,3,97499,76360,6949,67122,2,F,LE PEN,Marine,21130
37,4,90159,69982,6414,61333,1,M,MACRON,Emmanuel,41526
37,4,90159,69982,6414,61333,2,F,LE PEN,Marine,19807
37,5,83922,65230,5858,57497,1,M,MACRON,Emmanuel,38321
37,5,83922,65230,5858,57497,2,F,LE PEN,Marine,19176
38,1,83117,64079,4845,58324,1,M,MACRON,Emmanuel,48766
38,1,83117,64079,4845,58324,2,F,LE PEN,Marine,9558
38,2,77368,57160,4770,51055,1,M,MACRON,Emmanuel,36215
38,2,77368,57160,4770,51055,2,F,LE PEN,Marine,14840
38,3,59733,42880,3227,38814,1,M,MACRON,Emmanuel,29582
38,3,59733,42880,3227,38814,2,F,LE PEN,Marine,9232
38,4,89753,69184,6300,61217,1,M,MACRON,Emmanuel,41617
38,4,89753,69184,6300,61217,2,F,LE PEN,Marine,19600
38,5,102249,79604,6997,70813,1,M,MACRON,Emmanuel,49227
38,5,102249,79604,6997,70813,2,F,LE PEN,Marine,21586
38,6,83209,63502,5348,56700,1,M,MACRON,Emmanuel,30477
38,6,83209,63502,5348,56700,2,F,LE PEN,Marine,26223
38,7,91392,71603,6632,63043,1,M,MACRON,Emmanuel,35007
38,7,91392,71603,6632,63043,2,F,LE PEN,Marine,28036
38,8,78587,60191,5451,53282,1,M,MACRON,Emmanuel,32001
38,8,78587,60191,5451,53282,2,F,LE PEN,Marine,21281
38,9,97235,74692,6991,65991,1,M,MACRON,Emmanuel,43973
38,9,97235,74692,6991,65991,2,F,LE PEN,Marine,22018
38,10,93687,70792,6061,63055,1,M,MACRON,Emmanuel,36332
38,10,93687,70792,6061,63055,2,F,LE PEN,Marine,26723
39,1,65566,51429,5335,44474,1,M,MACRON,Emmanuel,27979
39,1,65566,51429,5335,44474,2,F,LE PEN,Marine,16495
39,2,55251,43114,4600,37259,1,M,MACRON,Emmanuel,23461
39,2,55251,43114,4600,37259,2,F,LE PEN,Marine,13798
39,3,69499,54711,5426,47423,1,M,MACRON,Emmanuel,27828
39,3,69499,54711,5426,47423,2,F,LE PEN,Marine,19595
40,1,101389,80095,8046,69153,1,M,MACRON,Emmanuel,46038
40,1,101389,80095,8046,69153,2,F,LE PEN,Marine,23115
40,2,112217,88328,8985,76276,1,M,MACRON,Emmanuel,54472
40,2,112217,88328,8985,76276,2,F,LE PEN,Marine,21804
40,3,96516,78886,7659,67851,1,M,MACRON,Emmanuel,46109
40,3,96516,78886,7659,67851,2,F,LE PEN,Marine,21742
41,1,82777,62677,5575,55094,1,M,MACRON,Emmanuel,36315
41,1,82777,62677,5575,55094,2,F,LE PEN,Marine,18779
41,2,80310,62727,6008,54774,1,M,MACRON,Emmanuel,30626
41,2,80310,62727,6008,54774,2,F,LE PEN,Marine,24148
41,3,82207,65323,6365,56817,1,M,MACRON,Emmanuel,33848
41,3,82207,65323,6365,56817,2,F,LE PEN,Marine,22969
42,1,65597,47582,3803,42557,1,M,MACRON,Emmanuel,29846
42,1,65597,47582,3803,42557,2,F,LE PEN,Marine,12711
42,2,53158,37475,3008,33552,1,M,MACRON,Emmanuel,24963
42,2,53158,37475,3008,33552,2,F,LE PEN,Marine,8589
42,3,82417,61295,5847,54270,1,M,MACRON,Emmanuel,34298
42,3,82417,61295,5847,54270,2,F,LE PEN,Marine,19972
42,4,100984,77577,6992,68499,1,M,MACRON,Emmanuel,41272
42,4,100984,77577,6992,68499,2,F,LE PEN,Marine,27227
42,5,101203,79556,7419,69549,1,M,MACRON,Emmanuel,42983
42,5,101203,79556,7419,69549,2,F,LE PEN,Marine,26566
42,6,107544,84056,7432,73890,1,M,MACRON,Emmanuel,45241
42,6,107544,84056,7432,73890,2,F,LE PEN,Marine,28649
