code,ARTHAUD,ASSELINEAU,CHEMINADE,DUPONT-AIGNAN,FILLON,HAMON,LASSALLE,LE PEN,MACRON,MÉLENCHON,POUTOU
01001,0.006179688703960549,0.009585452303898906,0.0018338727076591154,0.06327631376175065,0.20742795500077055,0.057204499922946524,0.011280628756356912,0.2542764678687009,0.22196024040684234,0.15751271382339344,0.009462166743720142
01002,0.005109957729145486,0.010540959922949329,0.001725613997538659,0.06028947509230028,0.21020386323505805,0.04849109101610573,0.007999357911070683,0.25842741719728185,0.23269035261383703,0.15665632190058323,0.007865589384129701
01003,0.004734881453887129,0.0141350137520454,0.0018452111548236604,0.051857396511506455,0.24175747658670751,0.05636597848414163,0.010688298576054033,0.18626188072276573,0.25328134247815337,0.16876719005674895,0.010305330223166103
01004,0.00581436175442046,0.008005280676375995,0.001910031880679185,0.06766568824347288,0.22118450065306236,0.04664129320393803,0.009817002092608457,0.2728536718958471,0.22038397258542478,0.136777944749519,0.008946252264651771
01005,0.006486618089490983,0.014260125558666504,0.0018259916873902232,0.058744761142896895,0.19117263447124497,0.048953967619080746,0.014294906352712033,0.2696902770290246,0.20263290610924647,0.180338417126063,0.011599394814183608
02001,0.010789898667234557,0.007471294965305506,0.0017214147544765657,0.05073736889740723,0.155477470762569,0.04583932279188628,0.00826988943903175,0.3580365223872651,0.1858063142203056,0.16472342011393282,0.011127083000585635
02002,0.008546552949538024,0.00609452736318408,0.0016346837242359631,0.049271499644633975,0.17455579246624023,0.042608386638237385,0.0070895522388059705,0.3261549395877754,0.19402985074626866,0.1791044776119403,0.010909737029140014
02003,0.010386182360704654,0.006771102312503587,0.0018936133585815114,0.05020944511390371,0.1654712036877642,0.040320575352422484,0.008473441594460703,0.3997819475526482,0.15257933092327997,0.15277060499990436,0.01134255274382663
02004,0.009006416225092689,0.008515464964702298,0.0018452995649156072,0.048942761854780005,0.1521948907210212,0.04245881934686553,0.007296551490629603,0.3550762667388986,0.18192283600534967,0.18207520018960877,0.010665492898136078
02005,0.009342883836810962,0.008564310183743382,0.002164434755527873,0.05456244160697602,0.1675334786670819,0.04101526004360012,0.008190594830270943,0.34850513858611026,0.18031765805045158,0.16902834008097167,0.01077545935845531
03001,0.008611940731290051,0.006857656508249485,0.0019427610403920318,0.05110621393568591,0.18736045466407633,0.05725345782468756,0.013106387914286543,0.22208368370690404,0.23597297532403513,0.20359845738974106,0.01210601096065184
03002,0.008650956824292266,0.007781116558595603,0.0018029416416258106,0.04841056460540882,0.17290842954293847,0.057077336707259216,0.01586272339079551,0.21723865253835206,0.23382887869682112,0.22377036216985607,0.012668037324055036
03003,0.006634867715261846,0.00854940665797422,0.0017659971281915859,0.05335952070507848,0.20866824010959084,0.05085081450428296,0.017841522388552376,0.23134562379309775,0.24233771806763604,0.1672250738582911,0.01142121507204278
04001,0.005735548063481622,0.009394786612943015,0.0021790971137242003,0.04907080009867609,0.1715730614258696,0.05011923361565661,0.018481210426774114,0.2634446180412795,0.1966326782336979,0.22072609160430887,0.01264287476358852
04002,0.004738686874620611,0.009301141592747067,0.0019385537214357046,0.04842468033444947,0.19769331688499872,0.04983453758640271,0.016095870293132822,0.22808357320487968,0.20354814075074898,0.22931719830033875,0.011024300456245471
05001,0.005130003946156881,0.010194238610952778,0.0014469241899416846,0.05590388915683781,0.18097513921164554,0.05941158416275705,0.016815012934625333,0.22585171219362477,0.22370324900249924,0.20888323760249047,0.011685008988468453
05002,0.004284365696027885,0.007697334979304335,0.002396340135066444,0.0578026287125118,0.20308377508290368,0.05806888872751918,0.020380993876019656,0.19780698569457555,0.21165250647495945,0.22433616537167478,0.012490015249437223
06001,0.0031416062297383108,0.010627987032518967,0.0012365896861735903,0.03261923064068714,0.26854048995688645,0.04513552354533605,0.00820493967447612,0.23635573677350355,0.21023695732094516,0.17810233615186657,0.005798602987868053
06002,0.0037399052358673304,0.010325714456000239,0.002309503233304527,0.04824626754477456,0.23141222397711356,0.03798015317221444,0.011845516583723218,0.2979259170962839,0.18473045862264206,0.1638704294186012,0.007613910659474923
06003,0.0032487370162287824,0.010893700728730459,0.0014455389475880364,0.0385675752201839,0.24638242701518562,0.04130962848158801,0.008524209051756255,0.2687063171542256,0.1975172496013591,0.1772648018717494,0.006139814911404856
06004,0.003594721674503261,0.010784165023509783,0.0015774306082208403,0.044577582284240864,0.2511906567571667,0.030289701198240558,0.011072349461550128,0.3302290307902321,0.16053389959047473,0.14894585166085242,0.007204610951008645
06005,0.002702742402209198,0.010105906373477871,0.0012044830270714906,0.04271508100882798,0.24829976938556678,0.03456278734999045,0.01026748336491429,0.30552740198886585,0.18344864054994933,0.1555692651184653,0.005596439430661438
06006,0.0022369551474283123,0.0099852490638829,0.0016209819908900812,0.048434941887795624,0.2894749639331507,0.030182684670373314,0.007764503736363489,0.29642897667406914,0.18688301372971747,0.1217357475158451,0.005251981650483863
06007,0.0024845901105167404,0.010522171233062698,0.001778586363266082,0.0445596980476281,0.31030222391180384,0.03954978684117631,0.008377006001031851,0.22445488364515165,0.21810084991989573,0.13382844108941808,0.006041762837048904
06008,0.002583150159641889,0.009851268310683973,0.001700707558521989,0.03850658623068654,0.3311726859948337,0.028462784988849136,0.006465897604569448,0.26765286312513037,0.1768896304972163,0.13129141463571165,0.005423010894155021
06009,0.002717915728530074,0.009697651978128016,0.0014474107430041815,0.04631714377613381,0.29080090061112895,0.034512705049855257,0.0076551945963332264,0.27174332582824057,0.19329366355741395,0.13555805725313605,0.0062560308780958505
07001,0.006631299734748011,0.01154337361233913,0.0018338409143006844,0.04709041490650686,0.15057143792775976,0.06226872318826342,0.01856763925729443,0.2527098274224711,0.2120542292956086,0.22371221796509153,0.013016995775616465
07002,0.0070057955813734585,0.00914384068202294,0.0017749808382750414,0.061519222235669045,0.19043392902766013,0.058439899417752496,0.015746231527424798,0.22898597496201273,0.23115091371172697,0.1834953675689486,0.012303844447133809
07003,0.0063441069574247146,0.009735202492211837,0.002141744548286604,0.04126103322949117,0.17562305295950156,0.0599526220145379,0.020703530633437175,0.21295755451713397,0.20382268951194185,0.25264473001038423,0.014813733125649013
08001,0.00876447466270052,0.007914586210559864,0.0019122490173164772,0.05727894047239633,0.18647969120719574,0.04686780693367329,0.009207124898190446,0.3227451397004143,0.18796699599844188,0.16013314919083538,0.010729841708275789
08002,0.009017499518067127,0.007368218133527535,0.0020348276822241738,0.04692955212371752,0.14106710647503587,0.05566860153790134,0.008567695504101785,0.32295928202711677,0.1807569558977874,0.21352839120097672,0.01210186989954377
08003,0.010587102983638113,0.0066226683166047936,0.0014666116687290893,0.054631284660158576,0.18687840872633943,0.04555662495989734,0.011137082359411523,0.32705440212658693,0.1800494981438196,0.16405426463174297,0.011962051423071635
09001,0.006183274021352313,0.008451957295373666,0.0014012455516014236,0.03374110320284698,0.1168594306049822,0.08445284697508897,0.034897686832740214,0.20304715302491103,0.21743772241992881,0.2797153024911032,0.013812277580071175
09002,0.005761129924836871,0.008652019492855373,0.001589989262410176,0.03828363756504501,0.13725530684727844,0.0731395060708681,0.03584703064342942,0.22992896671347154,0.2013917568348889,0.2565457999504419,0.011604856694474272
10001,0.007699037620297462,0.007757363662875474,0.002041411490230388,0.06938854865364051,0.23793136968989986,0.035267813745504036,0.0075046174783707596,0.33234179060950714,0.17130358705161855,0.11962671332750073,0.00913774667055507
10002,0.0067221729338701975,0.007438749744079711,0.0016037671466593872,0.06290520712482085,0.23548078891694532,0.040793694124070155,0.00692690916535863,0.29551968880092816,0.200283218453559,0.13422166109329148,0.008104142496417116
10003,0.006213127927716038,0.0094470904137512,0.0017639795378373612,0.05838772270241665,0.21720468042570706,0.04586346798377139,0.007193116559847906,0.2828443190058995,0.19629172301601303,0.16612767291899413,0.008663099508045707
11001,0.00584958217270195,0.006844409072821329,0.0015519299641862316,0.037816686563204666,0.1419551664677013,0.0658575407879029,0.02001591723040191,0.2901180527921475,0.20339567581907414,0.21448467966573817,0.01211035946411991
11002,0.005451839627506741,0.008693474000618857,0.0015913477831641298,0.03856071433833822,0.15882534958079775,0.055888723532792076,0.016930172248662827,0.29825983172970666,0.19283304109508304,0.21212076561510013,0.010844740448229626
11003,0.005401147743895578,0.009522335996399236,0.0017300551367165522,0.03934117249915607,0.15189321480814674,0.06830201417801282,0.02790593001012715,0.25978958028581073,0.20522954877911556,0.21881681107235287,0.012068189490266681
12001,0.005497578827928979,0.006903936202515462,0.001917760056254295,0.05085260415834306,0.24131814041199878,0.059466543077685265,0.03415211033512857,0.14869032969491633,0.2684224825403928,0.17155961836574882,0.011218896329087626
12002,0.0068280793562608645,0.008315561210774387,0.0015950106632735353,0.04612985895804584,0.17939389594795604,0.06555673040735498,0.03458843348447105,0.1581927991541067,0.265847058191007,0.22054158676678792,0.013010985859961648
12003,0.006558788087450508,0.007023584093647788,0.001790325357204338,0.04816663797555517,0.1988982613186435,0.06023411946978826,0.04121191254949217,0.18001377173351696,0.24019624720261662,0.20051644000688587,0.015389912205198829
13001,0.0031168308867886587,0.00864669213754273,0.001357329579730545,0.03927877203565923,0.21294992961994771,0.039831758160734636,0.008143977478383269,0.29630002010858636,0.18930558348414772,0.19453381593940614,0.0065352905690729945
13002,0.0023167886734775964,0.00802831630600917,0.0013997264902260477,0.029925187032418952,0.3241251709436087,0.04810554259512509,0.007851339393451855,0.17654251468103935,0.2365215992277371,0.15976188560855925,0.005421929048346875
13003,0.0032489610880241785,0.01146581035134114,0.0014922553834529656,0.0325840574234983,0.1596146581035134,0.041707593502077825,0.007366830374008312,0.3100680015111447,0.18237627502833395,0.24363430298451078,0.0064412542500944464
13004,0.004748965753592323,0.012484394506866416,0.0019338571883185235,0.01645002570316516,0.10839391936549901,0.08675430222026388,0.006609385327164574,0.14361949523879464,0.21806075738660008,0.3909084232944114,0.010036474015323982
13005,0.0037337724505035804,0.008903611228123923,0.0016275418373989966,0.029889327155056867,0.20212154865392717,0.06963964308964883,0.008712135717841688,0.1959751847738674,0.22077126335541683,0.2506988856125302,0.007927086125684525
13006,0.003357899015605394,0.00782920665217468,0.0013785059116695826,0.03582348055069544,0.23022816040153404,0.044624710602124314,0.007334358376190729,0.2579750101620628,0.20613965325274375,0.19892900694554902,0.006380008129650248
13007,0.005954095841736291,0.012940555075386537,0.0022327859406511092,0.020095073465859984,0.07685105157015269,0.05128205128205128,0.005521943724190915,0.26082781138960914,0.1696917314894843,0.3863439930855661,0.00825890713531163
13008,0.004344048653344918,0.009952982061634384,0.0017759493023968927,0.050365411151428424,0.19719425563448664,0.040731844431951755,0.011090100679715848,0.2990110901006797,0.19115091736086268,0.18620636786426126,0.008177032759237491
13009,0.00362930897957029,0.00873673652536557,0.001676080874201552,0.04138731985429974,0.22115029298421582,0.03763923348994352,0.010188460117193687,0.280261838146017,0.17902391384680358,0.2088106424536768,0.007496172728712453
13010,0.003560636229473635,0.0076600529410386755,0.0015694909695706154,0.04413314905479163,0.1931996533064724,0.039225561620089486,0.010260254398088501,0.3096348005340954,0.19177071376701257,0.1920518166272342,0.006933870552132868
13011,0.0029464771004376806,0.007809594644849386,0.0015876648453814687,0.038876333781502986,0.24362788568813112,0.044154246645879226,0.00895385759647567,0.23001115656377835,0.22742226163572388,0.18793088651772177,0.006679634980118431
13012,0.003940831233902408,0.008416489563834428,0.0015341093017691516,0.044207681806026654,0.16589492055002744,0.03383485102250496,0.009598738934005152,0.37292930430254323,0.1609970303021773,0.19122883562511436,0.00741720735809489
13013,0.006262845081375326,0.009887241015386324,0.0015969560628784091,0.039896128423040605,0.11724434816419485,0.037618730211631396,0.010303838249180693,0.3211964672554574,0.1474476476142865,0.2988390823751597,0.009706715547408765
13014,0.00294071924551767,0.009016478391543166,0.0017747953155767438,0.037231837496113585,0.2451031194942481,0.05433205513524718,0.00904238781220852,0.18985127992538087,0.24757746916778942,0.19599181262306975,0.007138045393305006
13015,0.00445680464933861,0.007618164747269464,0.001901569983717807,0.04920312332869826,0.2235533212108247,0.03809082373634732,0.01350114688439643,0.3042155429576544,0.17936558871418215,0.17000035654437196,0.008093557243198915
13016,0.004678914835164835,0.00788404304029304,0.0018028846153846155,0.0404790521978022,0.16128663003663005,0.045200892857142856,0.012963598901098902,0.3252203525641026,0.1635473901098901,0.22714915293040294,0.009787087912087912
14001,0.00608415832879073,0.006365506690815734,0.0014419103553781499,0.03829854578065378,0.20192020257082066,0.09393518437109849,0.005574214422620408,0.12592097627881624,0.29274297068701755,0.21597003639944434,0.011746294114543952
14002,0.008207676813313003,0.007021705163682912,0.0017130701605767963,0.04024773630014495,0.1431448956156699,0.08970087159503774,0.006419306865458105,0.17298243632461738,0.2657894241448768,0.2505035673274223,0.014269309689200128
14003,0.009659502535619416,0.007711502857602834,0.0016421154310553006,0.056250503099090396,0.19727924011913386,0.05525235450374306,0.008355469693310795,0.2661997907107784,0.20455606536263382,0.17865249939628108,0.014440956290751027
14004,0.006782897673726502,0.007105302316353356,0.001686424284509697,0.04832349585834036,0.2596225385645553,0.05211795049848718,0.00752690838748078,0.207740191458757,0.23447497643966073,0.1631491493477506,0.011470165170378454
14005,0.006416333484467527,0.006375115068079085,0.0016899550719261366,0.052759572977206216,0.2201613014028001,0.06450682164791229,0.007501751782696508,0.20638061085693088,0.2573540524573046,0.16520341288487697,0.011651072365799707
14006,0.009239059009068209,0.007609409909317913,0.0020633460375870678,0.059561046129583385,0.184492048889473,0.06381916151925351,0.0076356945722171115,0.2248784334340912,0.24453936128269155,0.18074648442633723,0.015415954790379813
15001,0.007075853145722141,0.00628740093805596,0.0018599385411612486,0.043081837295811096,0.2155911369885169,0.058102862688015525,0.026645641274462235,0.17248908296943233,0.2889171923014718,0.1678190198932557,0.012130033964095099
15002,0.008123129542539546,0.005130397605814451,0.0025176951213719064,0.04550852691083559,0.25948886038667995,0.04598356372618878,0.03615030164837775,0.19246116574034489,0.24207876110398555,0.14880528240938673,0.013752315804474847
16001,0.006700827749310209,0.008971225857311785,0.002065431612140323,0.04167126527394561,0.16105636578636184,0.07722506897910919,0.013054789121009066,0.17948758376034687,0.27476547102877413,0.22306661411115492,0.011935356720536066
16002,0.00811941404380779,0.007301298180078107,0.002408039146072272,0.05421175308337064,0.19205655804763597,0.05561644258524613,0.01588379667505364,0.22922680332803358,0.239476405847213,0.18245527376009138,0.013244215303397497
16003,0.009886307464162136,0.007033401595932491,0.00230209730951204,0.05441706094202387,0.15658498693595085,0.057453569663159385,0.01734340795141586,0.23111362191935597,0.23936162700374267,0.20884118353223644,0.015662735682508297
17001,0.004749579071696027,0.007840574975498203,0.0016837132158922423,0.037029125725630135,0.2215716332018194,0.07481215289121203,0.010592315231322091,0.1304626441836504,0.2904782248134094,0.21087879777850377,0.00990123891136632
17002,0.006875505551878815,0.007561830526754418,0.0016790450278206732,0.05435448684952325,0.17795426134274578,0.06191631737627767,0.014020638772458759,0.20073779934799127,0.24949138417040467,0.21111846459298478,0.01429026644115989
17003,0.008439485412649746,0.008550115371242532,0.0021019692132629515,0.056721560198501754,0.18377216550241807,0.06013528463507918,0.01403420046148497,0.22467364162215128,0.22739197774757405,0.20022442077314537,0.013955179062490122
17004,0.0076704828982449135,0.008083947589785997,0.0018962346198263449,0.05985257845136087,0.21082422047648242,0.04623675843681832,0.01695205235318439,0.25679008825332555,0.21378976033305294,0.16415973994496644,0.013744136642951852
17005,0.006444254348445966,0.007653264898773881,0.0017792985457656116,0.05908183632734531,0.2294838893641289,0.04538351867693185,0.013892215568862276,0.24902195608782435,0.21139435414884516,0.16358140861134873,0.012284003421727972
18001,0.008508700009109957,0.008654459324041177,0.00205885032340348,0.05345722875102487,0.22098934135009565,0.05489660198597066,0.010822629133643073,0.21825635419513528,0.23064589596428897,0.1793932768515988,0.012316662111688075
18002,0.010378029327542136,0.008571483481636654,0.001672015836104011,0.05067937654949743,0.16470316914265948,0.05179405377356677,0.009801472142678685,0.2440950934983568,0.21995656602540695,0.2261065093306171,0.012242230891933966
18003,0.009473124002128791,0.00848475632935452,0.0022048201931118374,0.06056412985630655,0.18652778833726147,0.0524443092830533,0.012483843989964266,0.2596061734965407,0.21243822702045162,0.18371474188398085,0.012058085607846119
19001,0.00751215801342136,0.007063873719672888,0.002499524546961176,0.04798000380362431,0.16256418616024126,0.06510989757383107,0.032412312875268294,0.1690982693509387,0.26408020213546335,0.22403347189393322,0.017646099926644388
19002,0.0069166666666666664,0.007972222222222223,0.002013888888888889,0.04884722222222222,0.18694444444444444,0.06208333333333333,0.025930555555555554,0.1778472222222222,0.27469444444444446,0.19258333333333333,0.014166666666666666
21001,0.004687755509929684,0.009066627904864,0.0015262459799771063,0.04153569416937696,0.2547013827061795,0.07033450224394498,0.0073223467848901646,0.13966967676290495,0.2819376056107709,0.18155059323727674,0.0076675690898849866
21002,0.005494098930778053,0.008324392319360687,0.0017388730622664545,0.050945280994487405,0.19997040216064227,0.06341337082392985,0.008139405823374893,0.2190610085463761,0.24508860853157718,0.1880387731695586,0.009785785637648451
21003,0.005979100408905043,0.009177646524307134,0.0018537028623353022,0.05332121762835075,0.16626987732848705,0.06633348477964561,0.007505679236710586,0.2324216265333939,0.2419263970922308,0.20619718309859156,0.009014084507042254
21004,0.008841261671935887,0.00840011763840894,0.0019483861480773473,0.05880082346886258,0.2095434159252996,0.05019851481508713,0.012021174913609293,0.26452099110359534,0.20241158738328063,0.17053893096095876,0.012774795970884495
21005,0.0064563595141214096,0.008198075103977418,0.0018468191168300777,0.05716130388432606,0.228930496539091,0.04699629134697677,0.010885722436600052,0.2626537139081996,0.2154021711385715,0.15131904926352457,0.010149997747781565
22001,0.006869020579530594,0.006552412416546218,0.0017069309656548971,0.038103104136554475,0.16700392318810656,0.09320669006813959,0.007378346754766329,0.14312065524124165,0.3093399408080391,0.21321494941152178,0.013504026429898824
22002,0.007787641298022756,0.006821924253116914,0.0017209572979732322,0.044608698881996804,0.21567680669563818,0.07650212333940001,0.00891431118374624,0.17325954264631233,0.2696207703450581,0.1823595686463866,0.012727655412348797
22003,0.008588974025614782,0.006528173494509142,0.0016597051257226632,0.05109125612016265,0.1922076844347321,0.07071726923183315,0.009073054687283892,0.1903681779203895,0.2777239910375923,0.17764377195651573,0.014397941965644104
22004,0.01051536143642633,0.00621291665372309,0.0017706812463110808,0.040896523873132244,0.1415457736634463,0.09252586126557112,0.011866670808611103,0.17436550588673852,0.26179677549625674,0.23877791929421266,0.019726010375570813
22005,0.007093117790529156,0.0068339008613071605,0.0014610408737967032,0.03841123587562301,0.1926924391134781,0.09708852258132931,0.010345111993496012,0.14518504553970144,0.2802488482520531,0.2071143264483746,0.013526410670311413
23001,0.009736516206175001,0.008256110233306288,0.0024768330699918863,0.05012028298529558,0.17988356037636474,0.078205292451353,0.019245277647293276,0.19880144054888899,0.22500747320322842,0.211057493843504,0.017209719434598796
24001,0.006122689273519369,0.00846074918840726,0.0017661603673613563,0.04361575078636188,0.15828161006543204,0.0672318379842223,0.02025197221241022,0.20151048762846713,0.22870935728583203,0.25008830801836807,0.01396107718961834
24002,0.005964091521695351,0.008473657304850278,0.002029340232057379,0.04651991386922374,0.1757470605548929,0.055923039982649914,0.026799683980605084,0.2381608910507645,0.2197264263473425,0.20702368596347187,0.013632209192446516
24003,0.007949713440562027,0.007413569975965983,0.0021445738583841744,0.04849325198742836,0.17846182288777962,0.06088001479016454,0.02431133296357922,0.21556664817896098,0.2149195784803106,0.22420040672952488,0.01565908670733962
24004,0.0063300101959895775,0.00958706242211397,0.0019542313356746346,0.04538631471621162,0.17137759148068427,0.06914863487028436,0.025504135040217514,0.18451908915826443,0.23421037725161437,0.23752407386428004,0.014458479664665232
25001,0.006393972384951699,0.009677363609656627,0.0015898525930150172,0.04524167487514473,0.18606459640209447,0.07226916895640002,0.007378989752363178,0.19897350821711857,0.24910570791642905,0.21243541223840876,0.01086975305441789
25002,0.006168921008512785,0.009635887168969839,0.0023275876100721064,0.043605644806875336,0.21083386233051743,0.06925793902697072,0.008187248726337549,0.18251216693523448,0.2518514901443755,0.20429057408402104,0.01132867815811319
25003,0.00825917408259174,0.01121887811218878,0.0015398460153984602,0.0532946705329467,0.20685931406859315,0.048775122487751225,0.009339066093390662,0.2826917308269173,0.2018998100189981,0.16244375562443755,0.013678632136786321
25004,0.010219066202651325,0.013075576834101104,0.0017098831244593752,0.0514373076381485,0.15915994447908913,0.055219166784011585,0.00862988071050673,0.31483977389310214,0.19450423447526705,0.17865261209792602,0.01255255376073706
